
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE TotalSolverTime NUMERIC
@ATTRIBUTE runstatus {ok}
@DATA
737992208488af890a992705860f21fc,0.0,8,1.8,ok
737992208488af890a992705860f21fc,1.0,8,1.746,ok
737992208488af890a992705860f21fc,2.0,8,1.7480000000000002,ok
c1b06ebf48ea9fbc99f96237eca2c1b1,0.0,8,1.534,ok
c1b06ebf48ea9fbc99f96237eca2c1b1,1.0,8,1.31,ok
c1b06ebf48ea9fbc99f96237eca2c1b1,2.0,8,1.29,ok
e9fbe05d25cb2abbdcfef8544dd2a3e1,0.0,8,1.065,ok
e9fbe05d25cb2abbdcfef8544dd2a3e1,1.0,8,1.0030000000000001,ok
e9fbe05d25cb2abbdcfef8544dd2a3e1,2.0,8,0.919,ok
2813d42a58b4bc8db7ac2408294667f7,0.0,8,9.375,ok
2813d42a58b4bc8db7ac2408294667f7,1.0,8,9.552000000000001,ok
2813d42a58b4bc8db7ac2408294667f7,2.0,8,9.309000000000001,ok
1cb7d26b572d5b4eb028abb8755e2933,0.0,8,22.97,ok
1cb7d26b572d5b4eb028abb8755e2933,1.0,8,23.003,ok
1cb7d26b572d5b4eb028abb8755e2933,2.0,8,23.011,ok
df5a48331ac74397708842d77c08b38f,0.0,8,2.3569999999999998,ok
df5a48331ac74397708842d77c08b38f,1.0,8,2.298,ok
df5a48331ac74397708842d77c08b38f,2.0,8,2.9139999999999997,ok
5879e97eeceb981a61807c90ff4e69cf,0.0,8,2.3579999999999997,ok
5879e97eeceb981a61807c90ff4e69cf,1.0,8,2.332,ok
5879e97eeceb981a61807c90ff4e69cf,2.0,8,2.334,ok
2b1dda3986a2f7bbc08e02a1d3f3ed47,0.0,8,2.024,ok
2b1dda3986a2f7bbc08e02a1d3f3ed47,1.0,8,1.941,ok
2b1dda3986a2f7bbc08e02a1d3f3ed47,2.0,8,2.001,ok
36b7bd4be41104e7c5a22d72d09f9005,0.0,8,2.044,ok
36b7bd4be41104e7c5a22d72d09f9005,1.0,8,1.991,ok
36b7bd4be41104e7c5a22d72d09f9005,2.0,8,1.931,ok
858a62297ce6d0fb4f4066c265d39452,0.0,8,17.221,ok
858a62297ce6d0fb4f4066c265d39452,1.0,8,16.875,ok
858a62297ce6d0fb4f4066c265d39452,2.0,8,17.215,ok
e3673022a7bbffaa3138bd1117aa9de8,0.0,8,2.57,ok
e3673022a7bbffaa3138bd1117aa9de8,1.0,8,2.694,ok
e3673022a7bbffaa3138bd1117aa9de8,2.0,8,2.6430000000000002,ok
fdee5bf271c50de59df7ccf48c74794d,0.0,8,0.8089999999999999,ok
fdee5bf271c50de59df7ccf48c74794d,1.0,8,0.976,ok
fdee5bf271c50de59df7ccf48c74794d,2.0,8,0.7210000000000001,ok
67610ba0695592b3bf9cd71055ebd7f6,0.0,8,2.8339999999999996,ok
67610ba0695592b3bf9cd71055ebd7f6,1.0,8,2.625,ok
67610ba0695592b3bf9cd71055ebd7f6,2.0,8,2.738,ok
0734953f460ea5089022cfc6755f7f33,0.0,8,23.435000000000002,ok
0734953f460ea5089022cfc6755f7f33,1.0,8,24.188,ok
0734953f460ea5089022cfc6755f7f33,2.0,8,23.866,ok
389b9217b75ef34bf43993f1d04f763e,0.0,8,18.238,ok
389b9217b75ef34bf43993f1d04f763e,1.0,8,18.560000000000006,ok
389b9217b75ef34bf43993f1d04f763e,2.0,8,18.534000000000006,ok
0d1da492836f3f7f54d99820460904ea,0.0,8,1.392,ok
0d1da492836f3f7f54d99820460904ea,1.0,8,1.327,ok
0d1da492836f3f7f54d99820460904ea,2.0,8,1.244,ok
a69680ad24cdc514d0d8b69a0e6e2ac0,0.0,8,1.255,ok
a69680ad24cdc514d0d8b69a0e6e2ac0,1.0,8,1.233,ok
a69680ad24cdc514d0d8b69a0e6e2ac0,2.0,8,1.26,ok
26033c6e98fa8e9e9261dedba5f9bb94,0.0,8,18.767,ok
26033c6e98fa8e9e9261dedba5f9bb94,1.0,8,18.625999999999998,ok
26033c6e98fa8e9e9261dedba5f9bb94,2.0,8,18.637,ok
719e82fcbe0950a1291ca5b7d16923cc,0.0,8,8.338,ok
719e82fcbe0950a1291ca5b7d16923cc,1.0,8,8.137,ok
719e82fcbe0950a1291ca5b7d16923cc,2.0,8,8.376,ok
45c55c3e61ec2d045bbf4aadb66add91,0.0,8,0.9630000000000001,ok
45c55c3e61ec2d045bbf4aadb66add91,1.0,8,0.9950000000000001,ok
45c55c3e61ec2d045bbf4aadb66add91,0.0,8,0.974,ok
f78a6fe72ba21720b644882ca8c61464,0.0,8,1.174,ok
f78a6fe72ba21720b644882ca8c61464,1.0,8,1.0130000000000001,ok
f78a6fe72ba21720b644882ca8c61464,2.0,8,1.138,ok
5644cf86351fd12269a710c168315f64,0.0,8,6.727999999999999,ok
5644cf86351fd12269a710c168315f64,1.0,8,6.807,ok
5644cf86351fd12269a710c168315f64,2.0,8,6.896,ok
655922ab6e94398598cac53a4ed4b8bf,0.0,8,35.844,ok
655922ab6e94398598cac53a4ed4b8bf,1.0,8,36.577999999999996,ok
655922ab6e94398598cac53a4ed4b8bf,2.0,8,36.032000000000004,ok
1e12075f6b63bae5a8689fa5c5ac679e,0.0,8,40.267,ok
1e12075f6b63bae5a8689fa5c5ac679e,1.0,8,40.348,ok
1e12075f6b63bae5a8689fa5c5ac679e,2.0,8,40.336,ok
135493706beb55460803483b882f1d35,0.0,8,16.149,ok
135493706beb55460803483b882f1d35,1.0,8,16.236,ok
135493706beb55460803483b882f1d35,2.0,8,15.9,ok
d6ac3ad73307d56d6de1eead0f9d6211,0.0,8,37.825,ok
d6ac3ad73307d56d6de1eead0f9d6211,1.0,8,37.599000000000004,ok
d6ac3ad73307d56d6de1eead0f9d6211,2.0,8,36.797000000000004,ok
d611b45fd3840ae5d8cad75101b4489b,0.0,8,17.93,ok
d611b45fd3840ae5d8cad75101b4489b,1.0,8,18.223,ok
d611b45fd3840ae5d8cad75101b4489b,2.0,8,18.448000000000004,ok
e4b980225b3b0e5f5ea9f06b80e5c3ae,0.0,8,1.332,ok
e4b980225b3b0e5f5ea9f06b80e5c3ae,1.0,8,1.4859999999999998,ok
e4b980225b3b0e5f5ea9f06b80e5c3ae,2.0,8,1.4849999999999999,ok
a19f3d628c94a5ff09f253ebd050f00d,0.0,8,0.7849999999999999,ok
a19f3d628c94a5ff09f253ebd050f00d,1.0,8,0.8540000000000001,ok
a19f3d628c94a5ff09f253ebd050f00d,2.0,8,0.771,ok
2dc7e11f8175b159568d549f277c7ad6,0.0,8,14.946,ok
2dc7e11f8175b159568d549f277c7ad6,1.0,8,14.349,ok
2dc7e11f8175b159568d549f277c7ad6,2.0,8,14.786000000000001,ok
a8ebfe9ba00e031bee2d19623e6a6b03,0.0,8,86.20599999999999,ok
a8ebfe9ba00e031bee2d19623e6a6b03,1.0,8,86.03399999999999,ok
a8ebfe9ba00e031bee2d19623e6a6b03,2.0,8,85.78399999999999,ok
528ac49c4845c8e8302f21807a08d29f,0.0,8,10.528,ok
528ac49c4845c8e8302f21807a08d29f,1.0,8,10.846,ok
528ac49c4845c8e8302f21807a08d29f,2.0,8,10.47,ok
01ed98e243eee455963bc9ae83abefad,0.0,8,2.212,ok
01ed98e243eee455963bc9ae83abefad,1.0,8,2.287,ok
01ed98e243eee455963bc9ae83abefad,2.0,8,2.14,ok
84d99f67ec395a9e283aa9d91a1354ce,0.0,8,19.703,ok
84d99f67ec395a9e283aa9d91a1354ce,1.0,8,20.191000000000003,ok
84d99f67ec395a9e283aa9d91a1354ce,2.0,8,20.477,ok
fecb42db8f1b78fcc0aaa3bd0ccefb99,0.0,8,1.702,ok
fecb42db8f1b78fcc0aaa3bd0ccefb99,1.0,8,1.992,ok
fecb42db8f1b78fcc0aaa3bd0ccefb99,2.0,8,1.618,ok
3c52e1eaa9788c5c7fc8651444045d3c,0.0,8,32.878,ok
3c52e1eaa9788c5c7fc8651444045d3c,1.0,8,33.71,ok
3c52e1eaa9788c5c7fc8651444045d3c,2.0,8,32.855000000000004,ok
b8bb98c14ae67b2b3eb86c825d8875d7,0.0,8,5.367999999999999,ok
b8bb98c14ae67b2b3eb86c825d8875d7,1.0,8,5.381,ok
b8bb98c14ae67b2b3eb86c825d8875d7,2.0,8,5.38,ok
d4ef713f4df38e5a47e5d04d6fa3fab5,0.0,8,8.427,ok
