@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_diff_globs NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@DATA
67610ba0695592b3bf9cd71055ebd7f6,1,2.91933,5.7376,1.77857,0,0,0,4.29712,2.9238,0.441856,0,0.989129,2.91272,1.56129,2982.8,4640.27,595,599.248,4.16993,2,2,1,2442,0,0.821945,6138,14011.2,4343.26,0,594,1188,0,0,1254,1783,0,0.243243,0.399865,0,0,0.513514,0.6001350000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1189,0,0,0,2.39953,5.77011,2.5230599999999996,0.20440999999999998,0.9030790000000001,0.995975,0,0.974992,2.1192599999999997,1.80405,0,3664.94,5816.78,3,38,38.0,0,2,0.666667,0,54,2971,0.0181757,1.2166299999999999,7129,17143,7496.0
b7716e1c20ee07927eca078ed6854ad1,1,2.93151,3.70321,1.2031399999999999,0,0,0,3.93508,3.3262300000000002,0.24195300000000003,0,0.975144,1.9552,0.794299,2553.37,3032.43,511,515.087,2.5849599999999997,2,2,1,2088,0,0.818503,5244,7732.31,2512.15,0,510,1020,0,0,1068,1531,0,0.24425300000000003,0.399843,0,0,0.511494,0.6001569999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1021,0,0,0,2.39945,2.5535099999999997,1.1129,0.204457,0.47686300000000004,0.749316,0,0.9755719999999999,1.17395,0.649094,0,3146.66,3209.8,3,34,34.0,0,2,0.666667,0,17,2551,0.00666405,1.22174,6121,6514,2839.0
0734953f460ea5089022cfc6755f7f33,1,2.8990099999999996,5.01032,1.5948,0,0,0,3.2924599999999997,2.43408,0.377461,0,1.0257,2.69792,1.12683,1744.17,2545.78,343,346.524,3.3219300000000005,2,2,1,1416,0,0.827586,3564,7094.61,2258.24,0,342,684,0,0,732,1027,0,0.241525,0.399766,0,0,0.516949,0.600234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,685,0,0,0,2.39918,4.18469,1.82466,0.204621,0.720999,0.814685,0,0.977503,1.83412,1.56253,0,2110.11,2949.64,3,23,23.0,0,2,0.666667,0,38,1711,0.022209200000000002,1.20833,4105,7160,3122.0
609f7238f8dfdab0e65b2c3a6652539c,1,2.7509099999999997,3.8420699999999997,1.3422,0,0,0,2.2075299999999998,2.04631,0.288089,0,0.9520299999999999,2.56446,1.06982,667.439,870.7860000000001,127,130.80700000000002,2.80735,2,2,1,550,0,0.871632,1398,2113.14,738.2080000000001,0,126,252,0,0,298,379,0,0.229091,0.399366,0,0,0.541818,0.600634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,253,0,0,0,2.39778,2.88273,1.26624,0.20546799999999998,0.562193,0.954594,0,0.9864370000000001,1.5673,1.02624,0,777.4110000000001,879.0930000000001,3,28,28.0,0,2,0.666667,0,42,631,0.066561,1.14727,1513,1819,799.0
5879e97eeceb981a61807c90ff4e69cf,1,2.92901,4.47634,1.40295,0,0,0,3.6558300000000004,2.7681400000000003,0.327611,0,0.981525,2.54032,1.02126,2210.44,2959.71,441,444.755,3.0,2,2,1,1803,0,0.8191729999999999,4529,8070.85,2529.52,0,440,880,0,0,923,1321,0,0.244038,0.399818,0,0,0.511925,0.600182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,881,0,0,0,2.3993599999999997,3.3107699999999998,1.4298,0.20451,0.620988,0.7389789999999999,0,0.97621,1.8051400000000002,1.26901,0,2714.77,3333.34,3,27,27.0,0,2,0.666667,0,22,2201,0.00999546,1.22074,5281,7287,3147.0
21d65da32b3dbdb23a1d1f34ddee0f27,1,2.92656,4.8828,1.49074,0,0,0,3.59861,2.77129,0.6310680000000001,0,0.9855709999999999,1.62671,0.96504,2138.48,2798.85,426,429.7,4.52356,2,2,1,1743,0,0.8198489999999999,4379,8510.73,2598.37,0,425,850,0,0,893,1276,0,0.24383200000000002,0.399812,0,0,0.512335,0.600188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,851,0,0,0,2.39934,6.585610000000001,2.89715,0.204524,1.76394,1.9208,0,0.9763719999999999,1.25899,0.734023,0,2622.22,3488.01,3,44,26.0,0,2,0.666667,0,17,2126,0.00799624,1.21974,5101,14001,6159.33
5644cf86351fd12269a710c168315f64,1,2.94212,6.09506,1.82601,0,0,0,4.65065,2.96523,0.45711599999999997,0,0.9540360000000001,2.7039,1.5054100000000001,3569.65,5637.98,721,725.209,4.08746,2,2,1,2937,0,0.815607,7371,17901.2,5363.0,0,720,1440,0,0,1497,2161,0,0.245148,0.399889,0,0,0.509704,0.600111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1441,0,0,0,2.39961,6.4085,2.76618,0.20435999999999999,0.904116,0.9719,0,0.9743620000000001,2.01059,1.94397,0,4442.35,7380.49,3,37,37.0,0,2,0.666667,0,20,3601,0.00555401,1.2260799999999998,8641,23077,9961.0
2813d42a58b4bc8db7ac2408294667f7,1,2.9266400000000004,5.29991,1.6303,0,0,0,4.23805,2.9595700000000003,0.388967,0,0.979442,2.36132,1.11563,2929.31,4343.96,586,589.7,3.3219300000000005,2,2,1,2399,0,0.819891,6027,12714.5,3911.09,0,585,1170,0,0,1229,1756,0,0.24385199999999999,0.399863,0,0,0.512297,0.600137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1171,0,0,0,2.39952,4.45625,1.9245299999999999,0.204415,0.7203609999999999,0.79219,0,0.9750469999999999,1.8213700000000002,1.53921,0,3609.41,5249.43,3,26,26.0,0,2,0.666667,0,45,2926,0.015379399999999998,1.21967,7021,13039,5631.17
e9fbe05d25cb2abbdcfef8544dd2a3e1,1,2.94265,7.891539999999999,2.23411,0,0,0,4.62884,2.82134,0.5611659999999999,0,0.9533799999999999,2.52412,1.60664,3539.32,6155.12,715,718.17,5.16993,2,2,1,2912,0,0.815458,7308,22980.2,6505.72,0,714,1428,0,0,1484,2143,0,0.24519200000000002,0.399888,0,0,0.5096149999999999,0.600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1429,0,0,0,2.39961,14.3724,6.03986,0.204362,1.05585,1.0897700000000001,0,0.9743879999999999,1.8322900000000002,1.74543,0,4405.33,9343.24,3,36,18.0,0,2,0.666667,0,21,3571,0.00588071,1.2263,8569,51324,21568.3
d4ef713f4df38e5a47e5d04d6fa3fab5,1,2.94944,7.47607,2.12206,0,0,0,5.0887400000000005,3.0242299999999998,0.5374869999999999,0,0.940213,2.51473,1.42381,4286.72,7293.13,871,873.322,4.80735,2,2,1,3540,0,0.813606,8880,26465.3,7512.08,0,870,1740,0,0,1800,2611,0,0.245763,0.399908,0,0,0.508475,0.600092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1741,0,0,0,2.39968,11.5463,4.86118,0.20432,1.01791,1.05079,0,0.9738370000000001,1.88647,1.77157,0,5367.83,10771.7,3,28,13.5,0,2,0.666667,0,30,4351,0.00689497,1.2291,10441,50238,21151.0
