Streamliner,Instance,solverTimeDelta,solverNodeDelta
19-33,4ca8e2b80ad14a92becc32fd0aa7b027.param,1.0,0.0
19-33,2e1cce6106aa17ad4992351971d64569.param,0.7999999999999989,0.0
19-33,da6eb90be3db493a9e0a9214504c7469.param,1.3000000000000007,0.0
9-20-4,fd8e182211e113a37d20fa9f04168bb7.param,1.1000000000000014,0.0
11-18-4,7fd5e5683690ed7233639aacd0eaee66.param,8.200000000000003,0.0
11-18-4,9cff9b79dfcc4d7dbc4f6ac83957553e.param,1.599999999999998,0.0
11-18-4,8851ff4e855a9eeee64557ce3778b1b0.param,1.3999999999999986,0.0
27-10-3,aadb47cf553fd0f3fca7698ddfbf2aac.param,1.3000000000000007,0.0
27-10-3,4d2df5c20fa9361a54240a386ef83fa3.param,13.299999999999995,0.0
27-10-3,767846493bc4d40049a0b375142bce82.param,25.0,0.0
19-9-4,1e27b9bf2fa02bf86a7ec4a9ed56d5ab.param,0.6999999999999993,0.0
11-25-4,6a40010a678d7573cddfbcdc32e008d8.param,1.4000000000000004,0.0
11-25-4,ae834dcb73ec555a6f75f7cd992e95b8.param,2.1000000000000014,0.0
11-25-4,236a91ee40255b3dcadc1b65a5d91217.param,1.5,0.0
11-25-4,4e33f3457e988bad155441d4fc889eb6.param,0.7000000000000011,0.0
20-26,f73c0bf1dd3a9f3c959a6569043af29d.param,1.4000000000000004,0.0
20-26,d3dd5e045b0a5410944b0caeaa83439e.param,0.9000000000000004,0.0
Original,4ca8e2b80ad14a92becc32fd0aa7b027.param,1.1999999999999993,0.0
3,ea56a7476ed9516f1fe4e159eef68e49.param,1.0,0.0
3,06b31b4f1c9d57ef0e2780d999ef24a1.param,1.799999999999999,0.0
3,d9907ae109c86ad7b860d07019e19b1e.param,0.8000000000000007,0.0
10-12,767846493bc4d40049a0b375142bce82.param,10.800000000000004,0.0
10-20,aeedb9dfe48551e5c25e1e73cec7b0a5.param,0.6999999999999993,0.0
36-3-26,fd8e182211e113a37d20fa9f04168bb7.param,0.6999999999999993,0.0
36-3-26,b53d533b59eb19b5de466cd7b9345a1e.param,1.0999999999999996,0.0
36-3-26,ea734af1a8e58732c3bd8bce6db2c8cb.param,0.6000000000000014,0.0
3-28,401d3fc4d1478bc5f9645f7edc6f5904.param,1.1999999999999993,0.0
3-28,e00e9c1229503428a9da3116c87424a8.param,1.0999999999999996,0.0
3-9-12,bbb7b356ff2935d14524d95a84ebc4e8.param,0.6000000000000014,0.0
3-9-12,c99f4abd3a30347cc6fba2d123bbecad.param,0.8000000000000007,0.0
3-26-35,9f0e3bab7adbd207a042eaa8885e9827.param,0.7000000000000011,0.0
3-26-35,490653b05d078c043547fc1a319ca9e2.param,0.5999999999999996,0.0
18,7fd5e5683690ed7233639aacd0eaee66.param,2.400000000000002,0.0
18,06b31b4f1c9d57ef0e2780d999ef24a1.param,1.5,0.0
18,beafd2fa26b2c42e910669e0bc2c63fb.param,5.099999999999994,0.0
18,fde1886181894255c17c055fa8ffae79.param,0.8000000000000007,0.0
26,b9f1f508aa8337ba9a08be361c83e81e.param,1.0999999999999996,0.0
26,2aedeb6e516b3a169086253b7af549d9.param,0.9000000000000004,0.0
17-27,1c6d20e3e954fb4f9308e89e19ebb1ed.param,0.9000000000000004,0.0
17-35,db5dbb3206ce9eb0fcdeebcfb2d10624.param,0.8000000000000007,0.0
11,5e179ea386a8207728c3bcee054c9be7.param,1.9000000000000004,0.0
11,d7ad04657c44391a56a7cd0f985b5dd4.param,1.6000000000000014,0.0
11,bcd26415b70d9aa3cce4e1062ff5bf72.param,1.2000000000000028,0.0
11,635bb1d97388a0fe55143e8d2f5b6f62.param,1.700000000000001,0.0
18-27-3,39484a6796294443ef680764028f6f54.param,0.5,0.0
18-27-3,c763778f76f4ce092b3a46a0eb1cbcc9.param,0.8999999999999986,0.0
4,8057d048d360ffad4b197e386d270b6d.param,0.9000000000000004,0.0
27-17-4,56f6ac5abd8cf0ecf3ad866947df424b.param,0.7999999999999989,0.0
19-26-3,6a40010a678d7573cddfbcdc32e008d8.param,1.1000000000000014,0.0
19-26-3,4d2df5c20fa9361a54240a386ef83fa3.param,19.0,0.0
19-26-3,c406ae075cd2317a0c3536eae4cc85ea.param,0.6999999999999993,0.0
18-11,8e4d9468d544995bbf840467f250aece.param,0.8000000000000007,0.0
4-36,64c49d8e2d7b2679f277aee5deaa5a04.param,1.0999999999999996,0.0
4-36,363b4afb8208163699076c0310de4f9a.param,1.200000000000001,0.0
4-36,d3dd5e045b0a5410944b0caeaa83439e.param,1.1999999999999993,0.0
25-19,ba9c3f3686f9ec9d95ca59fbd84dad32.param,0.7999999999999989,0.0
12-3,39484a6796294443ef680764028f6f54.param,1.200000000000001,0.0
34-11-4,8057d048d360ffad4b197e386d270b6d.param,1.2999999999999972,0.0
34-11-4,d2b843b3dbfa5994a1359d5349bc7dab.param,0.8000000000000007,0.0
20-17,9c9e544649cd82060f4f16e8897b0800.param,0.9000000000000004,0.0
20-17,b53d533b59eb19b5de466cd7b9345a1e.param,0.8000000000000007,0.0
20-17,8851ff4e855a9eeee64557ce3778b1b0.param,0.6999999999999993,0.0
10-35,06b31b4f1c9d57ef0e2780d999ef24a1.param,1.1000000000000014,0.0
10-35,9f0e3bab7adbd207a042eaa8885e9827.param,0.8000000000000007,0.0
10-35,767846493bc4d40049a0b375142bce82.param,11.599999999999994,0.0
34,4ab3708ed772d73240ded4bca3877f6a.param,0.5999999999999996,0.0
11-17,18ce785db22aee1f8157c7d1cf67f3c1.param,1.0,0.0
11-17,8e4d9468d544995bbf840467f250aece.param,1.0999999999999996,0.0
11-17,ecaff57b20253186c144ecba08b2c71c.param,1.3000000000000007,0.0
11-17,767846493bc4d40049a0b375142bce82.param,3.799999999999997,0.0
11-17,fde1886181894255c17c055fa8ffae79.param,1.0,0.0
33-3,5e179ea386a8207728c3bcee054c9be7.param,0.7000000000000011,0.0
33-3,2bf836229966999b8aace89255dad895.param,1.299999999999999,0.0
33-3,6d48be813c24b61bdfbb67b06a0c6e94.param,0.9000000000000004,0.0
12-9,062c6739d91e193cf2f64d712f9587a0.param,0.6999999999999993,0.0
12-9,f62c5dee3c93c6affee6c086ba239c0a.param,1.0000000000000018,0.0
10-4-11,ae834dcb73ec555a6f75f7cd992e95b8.param,1.0,0.0
10-4-11,167f4ff9e3c51d9a6b63ab28d67aa552.param,0.7000000000000011,0.0
10-4,401d3fc4d1478bc5f9645f7edc6f5904.param,0.5999999999999996,0.0
10-4,656799a911b5bf2386051bd8f0a99452.param,0.40000000000000036,0.0
10-4,06b31b4f1c9d57ef0e2780d999ef24a1.param,0.8000000000000007,0.0
10-4,ea2cef97f85f12bc2180f14afe6f5b72.param,0.8000000000000007,0.0
36,401d3fc4d1478bc5f9645f7edc6f5904.param,1.0,0.0
36,3f9b3b2106006991526c595defc267a9.param,0.9000000000000004,0.0
36,7fe95d04e32f5e433c9da065985a605d.param,3.3999999999999986,0.0
36,05c98c4fb91a45a080c7a8038900e23a.param,0.7999999999999989,0.0
36,68cbf36d52a5c0a2cc4416ad768ce05a.param,0.6999999999999993,0.0
9-36-3,8cb05899c01f1dc6ce6f0ecab51b545c.param,0.8000000000000007,0.0
9-36-3,2ee735260a6d1e54159cffd3a091afa1.param,1.5999999999999979,0.0
9-36-3,9c9e544649cd82060f4f16e8897b0800.param,1.0999999999999996,0.0
9-36-3,beafd2fa26b2c42e910669e0bc2c63fb.param,6.799999999999997,0.0
9-36-3,635bb1d97388a0fe55143e8d2f5b6f62.param,0.8000000000000007,0.0
19-33-3,b9f1f508aa8337ba9a08be361c83e81e.param,0.7000000000000011,0.0
19-33-3,5db01a0c6cb4cc2b408e1a57f7703df9.param,1.0,0.0
19-33-3,9cff9b79dfcc4d7dbc4f6ac83957553e.param,0.5999999999999996,0.0
19-33-3,8851ff4e855a9eeee64557ce3778b1b0.param,1.7000000000000028,0.0
12-34,a926311740358b28b06c068e7005cc6c.param,1.3000000000000007,0.0
12-34,9c9e544649cd82060f4f16e8897b0800.param,0.2999999999999998,0.0
12-34,7051989378947415649f4d802d11c17c.param,0.8000000000000007,0.0
12-34,8851ff4e855a9eeee64557ce3778b1b0.param,1.0999999999999979,0.0
19-33,a82dbb14bd47dba26b5e964c98f16b67.param,1.0,0.0
19-33,25b34e97cfcbc6115233208c7269558c.param,1.0,0.0
19-33,f81d9eb2fcfa461f358ac755a95f0e2b.param,0.5999999999999996,0.0
19-33,2aedeb6e516b3a169086253b7af549d9.param,0.9000000000000004,0.0
19-33,7f9ba27e72d31f5122447973964d11a6.param,1.799999999999999,0.0
9-20-4,e71d2396fb37c81c742db55477e8eb6b.param,0.5,0.0
9-20-4,ae7e3d6a24bae55c8f400f9ac201339b.param,0.6999999999999993,0.0
9-20-4,5db01a0c6cb4cc2b408e1a57f7703df9.param,1.5,0.0
9-20-4,f62c5dee3c93c6affee6c086ba239c0a.param,1.3999999999999986,0.0
9-20-4,d2b843b3dbfa5994a1359d5349bc7dab.param,1.4000000000000004,0.0
9-20-4,767846493bc4d40049a0b375142bce82.param,13.900000000000006,0.0
11-18-4,062c6739d91e193cf2f64d712f9587a0.param,0.5999999999999996,0.0
11-18-4,5db01a0c6cb4cc2b408e1a57f7703df9.param,0.7000000000000011,0.0
11-18-4,7f9ba27e72d31f5122447973964d11a6.param,1.6999999999999993,0.0
11-18-4,204450f90173f163034c5b65dd54ffd7.param,1.8000000000000007,0.0
27-10-3,db5dbb3206ce9eb0fcdeebcfb2d10624.param,1.299999999999999,0.0
27-10-3,0d232eeefb5b9e6d85ed55da12bba991.param,0.7999999999999989,0.0
27-10-3,6d48be813c24b61bdfbb67b06a0c6e94.param,0.7000000000000011,0.0
19-9-4,e00e9c1229503428a9da3116c87424a8.param,2.0,0.0
19-9-4,b53d533b59eb19b5de466cd7b9345a1e.param,1.1000000000000014,0.0
11-25-4,5e179ea386a8207728c3bcee054c9be7.param,1.4000000000000004,0.0
11-25-4,a82dbb14bd47dba26b5e964c98f16b67.param,1.0,0.0
11-25-4,925b8783453f49195e2bf0ce0f28832d.param,0.09999999999999998,0.0
11-25-4,c7a1479e94a5c09095490172b7e3a55c.param,0.8000000000000007,0.0
11-25-4,204450f90173f163034c5b65dd54ffd7.param,0.6999999999999993,0.0
11-25-4,c18e15db768695146233a113421e0269.param,0.9000000000000004,0.0
20-26,ae7e3d6a24bae55c8f400f9ac201339b.param,1.200000000000001,0.0
20-26,9c9e544649cd82060f4f16e8897b0800.param,0.5,0.0
20-26,85f73e922691099d894cef237aa865b5.param,1.1000000000000014,0.0
20-26,bf2d3dc9cbd53c460931458e2fe80c99.param,3.0,0.0
9-20-3,638837e7ed651897400e9a2f118f1b4e.param,1.0,0.0
9-20-3,7fe95d04e32f5e433c9da065985a605d.param,1.2000000000000028,0.0
9-20-3,2aedeb6e516b3a169086253b7af549d9.param,0.7999999999999989,0.0
9-20-3,7051989378947415649f4d802d11c17c.param,0.5999999999999996,0.0
9-20-3,8a16e1a01ee7b50481e7f860e2dfaf83.param,0.7999999999999989,0.0
9-20-3,d2b843b3dbfa5994a1359d5349bc7dab.param,1.200000000000001,0.0
9-20-3,f3c4489357706de4a4497efd4ee07e60.param,1.0,0.0
20-9,ac75b32a3130cde8497cf66be80a6209.param,1.3000000000000007,0.0
20-9,303a1377ff9309311c486762b40b754c.param,0.5999999999999996,0.0
20-9,f3c4489357706de4a4497efd4ee07e60.param,1.200000000000001,0.0
12-25,3a87642fdda14eb1faf62685bed67543.param,1.0999999999999996,0.0
12-25,beafd2fa26b2c42e910669e0bc2c63fb.param,5.899999999999999,0.0
25-35-3,f49cca23e53bc0a0512ef9c9370cb567.param,0.5999999999999996,0.0
25-35-3,216e9835c359cc729ce57ee57bbad1f9.param,0.9000000000000004,0.0
25-35-3,1dc33abe496707b0c59f574fa8ad478c.param,0.8000000000000007,0.0
9-4,ee3f703a6acd3bbb9a7dd5e49da24bad.param,1.299999999999999,0.0
9-4,656799a911b5bf2386051bd8f0a99452.param,1.0,0.0
9-4,7051989378947415649f4d802d11c17c.param,0.9000000000000004,0.0
9-35,1c6d20e3e954fb4f9308e89e19ebb1ed.param,0.6999999999999993,0.0
9-35,2e1cce6106aa17ad4992351971d64569.param,0.7999999999999989,0.0
9-35,25b34e97cfcbc6115233208c7269558c.param,1.0999999999999996,0.0
19,656799a911b5bf2386051bd8f0a99452.param,0.7000000000000002,0.0
19,9cff9b79dfcc4d7dbc4f6ac83957553e.param,1.0,0.0
19,216e9835c359cc729ce57ee57bbad1f9.param,0.6999999999999993,0.0
9-28-3,5db01a0c6cb4cc2b408e1a57f7703df9.param,1.0,0.0
9-28-3,b53d533b59eb19b5de466cd7b9345a1e.param,1.6999999999999993,0.0
9-28-3,8a16e1a01ee7b50481e7f860e2dfaf83.param,1.1999999999999993,0.0
9-28-3,d2b843b3dbfa5994a1359d5349bc7dab.param,0.8000000000000007,0.0
33-28,e00e9c1229503428a9da3116c87424a8.param,1.1999999999999993,0.0
33-28,49d55507078e39d2ef24a88e789288e9.param,1.0999999999999996,0.0
17-4,3f9b3b2106006991526c595defc267a9.param,1.0999999999999996,0.0
17-4,beafd2fa26b2c42e910669e0bc2c63fb.param,32.20000000000002,0.0
20,aadb47cf553fd0f3fca7698ddfbf2aac.param,0.8000000000000007,0.0
20,a385028a74349afc35ce49b903e75f24.param,0.7000000000000011,0.0
20,9b2c73aa656dfc3a6f0993c7c0a7d7aa.param,1.1999999999999993,0.0
19-10,401d3fc4d1478bc5f9645f7edc6f5904.param,1.9000000000000004,0.0
19-10,ae834dcb73ec555a6f75f7cd992e95b8.param,0.8999999999999986,0.0
19-10,9f0e3bab7adbd207a042eaa8885e9827.param,0.6000000000000014,0.0
19-10,11d2887c324233992c75d8e90d68f52d.param,1.7999999999999972,0.0
12-18,4d2df5c20fa9361a54240a386ef83fa3.param,8.900000000000006,0.0
12-18,5db01a0c6cb4cc2b408e1a57f7703df9.param,1.0,0.0
12-18,7b00ce9d058790e5d6219622125cb5d7.param,0.5999999999999996,0.0
12-18,68cbf36d52a5c0a2cc4416ad768ce05a.param,0.5,0.0
18-35-4,bb1235d8608d1a4acb933ef315479f9a.param,0.5999999999999996,0.0
18-35-4,8cb05899c01f1dc6ce6f0ecab51b545c.param,1.0,0.0
18-35-4,363b4afb8208163699076c0310de4f9a.param,0.7999999999999989,0.0
18-35-4,497d3b1d693eca8b0358c66ae9eb4461.param,1.2000000000000028,0.0
18-35-4,11d2887c324233992c75d8e90d68f52d.param,3.0,0.0
