@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_diff_globs NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@DATA
925b8783453f49195e2bf0ce0f28832d,1,3.0925700000000003,5.073169999999999,1.9903,0,0,0,2.78602,1.7078099999999998,0.570559,0,0.6160909999999999,1.52344,0.986608,20433.2,33141.4,154,154,3.2924800000000003,2,2,1,17112,0,1.0384799999999998,42404,86812.0,34058.0,770,0,8162,0,0,8180,8316,0.044997699999999995,0,0.495327,0,0,0.47802700000000004,0.5046729999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,154,0,0,0,3.21155,2.42991,0.8055399999999999,1.41109,1.8215299999999999,0.26731900000000003,0,1.56884,0.0764243,0.264361,0,23438.5,17184.1,48,48,1,0,2,0.25,0,168,16478,0.010195399999999999,0.96295,52920,40040,13273.7
4d2df5c20fa9361a54240a386ef83fa3,1,4.709919999999999,5.96323,1.62666,0,0,0,1.7124,1.31721,0.570307,0,1.5701,2.24516,0.8969790000000001,25800.2,33661.6,155,155,3.0,2,2,1,15830,0,1.1223,38500,94398.0,25750.0,2015,0,6975,0,0,6840,7130,0.12729000000000001,0,0.49450500000000003,0,0,0.432091,0.505495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,155,0,0,0,5.2859300000000005,2.32967,0.6707390000000001,0.9718700000000001,1.34248,0.5275890000000001,0,2.6531700000000003,0.0872806,0.971569,0,27154.0,14725.0,32,32,1,0,2,0.125,0,292,14105,0.020701900000000002,0.8910299999999999,74558,32860,9460.77
fec773640580b27898632fdeff68088e,1,3.6219099999999997,5.51335,1.9457200000000001,0,0,0,2.4128,1.5730000000000002,0.573375,0,0.84588,1.73427,0.9805729999999999,20943.8,32556.0,148,148,3.26178,2,2,1,16282,0,1.04775,40262,89768.4,31680.2,888,0,7696,0,0,7698,7844,0.054538800000000005,0,0.495238,0,0,0.472792,0.504762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,148,0,0,0,3.79485,2.41905,0.737621,1.20165,1.76659,0.384344,0,2.2749200000000003,0.07761950000000001,0.771425,0,25178.7,16209.5,46,46,1,0,2,0.181818,0,264,15540,0.0169884,0.954428,58972,37592,11462.6
da6eb90be3db493a9e0a9214504c7469,1,6.11139,6.79392,1.34127,0,0,0,1.02347,0.875822,0.513212,0,2.2065599999999996,2.76039,0.716488,15397.6,17596.8,69,69,2.72972,2,2,1,7694,0,1.199,18252,52272.4,10319.7,1656,0,3174,0,0,2864,3243,0.21523299999999998,0,0.49462399999999995,0,0,0.372238,0.505376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,69,0,0,0,7.32757,2.21505,0.60153,0.810896,0.9312290000000001,0.6879350000000001,0,2.76335,0.0857427,0.9977659999999999,0,14685.6,6655.7,22,22,1,0,2,0.117647,0,500,6417,0.077918,0.8340270000000001,47021,14214,3860.02
f3c4489357706de4a4497efd4ee07e60,1,4.02669,5.68046,1.8268799999999998,0,0,0,2.42884,1.7137099999999998,0.65998,0,1.45603,2.2020299999999997,0.9042540000000001,89345.6,124623.0,266,266,3.5849599999999997,2,2,1,59872,0,1.13107,146100,340100.0,109379.0,7182,0,26334,0,0,26356,26600,0.119956,0,0.497487,0,0,0.44020600000000004,0.502513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,266,0,0,0,4.55446,2.35176,0.72164,1.3350600000000001,2.10467,0.435924,0,2.29886,0.0456065,0.756443,0,91236.7,54309.2,72,72,1,0,2,0.125,0,402,52934,0.00759436,0.8841190000000001,241086,124488,38199.3
7fd5e5683690ed7233639aacd0eaee66,1,3.9088300000000005,6.81602,2.45359,0,0,0,3.5590300000000004,2.03265,0.628577,0,0.356587,1.3166200000000001,0.997475,91457.6,166594.0,255,255,4.08995,2,2,1,78599,0,1.0172700000000001,195762,535732.0,192850.0,1530,0,38505,0,0,38564,38760,0.0194659,0,0.49835,0,0,0.490642,0.50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,255,0,0,0,3.97632,2.47195,0.725386,2.12067,3.31786,0.39923600000000004,0,2.17696,0.0319587,0.801235,0,126043.0,78840.9,145,145,1,0,2,0.117647,0,907,77265,0.011738799999999999,0.983028,307230,190995,56046.9
11d2887c324233992c75d8e90d68f52d,1,3.05479,5.79815,2.37168,0,0,0,3.70929,1.9761400000000002,0.621071,0,0.401993,1.35368,0.996347,70562.0,128389.0,243,243,3.95345,2,2,1,62786,0,1.02126,156282,364043.0,148908.0,1458,0,30618,0,0,30710,30861,0.0232217,0,0.49802399999999997,0,0,0.489122,0.501976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,243,0,0,0,3.11973,2.4664,0.81476,2.3781,3.0019099999999996,0.242362,0,1.48542,0.037244400000000004,0.21881799999999998,0,84158.8,62914.4,120,120,1,0,2,0.2,0,408,61479,0.00663641,0.979183,191798,151632,50090.6
86d3d37918cdc4d2230432ef1413f78b,1,4.41645,6.94572,2.26463,0,0,0,2.85169,1.78845,0.62111,0,0.538881,1.46733,0.9918819999999999,59395.0,99892.0,207,207,3.82911,2,2,1,46771,0,1.03172,116094,324858.0,105919.0,1656,0,22563,0,0,22552,22770,0.035406599999999996,0,0.497717,0,0,0.48217899999999997,0.502283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,207,0,0,0,4.55655,2.45205,0.68616,1.5718299999999998,2.72201,0.477177,0,2.36925,0.042073900000000004,0.968685,0,80954.9,46504.2,101,101,1,0,2,0.125,0,831,45333,0.018331,0.9692540000000001,206562,111159,31105.7
7fe95d04e32f5e433c9da065985a605d,1,5.4292,7.53627,2.05353,0,0,0,2.31218,1.624,0.628249,0,1.03328,1.89716,0.9709899999999999,61296.8,92254.2,216,216,3.6333900000000003,2,2,1,41573,0,1.06336,102471,313305.0,85371.6,2808,0,19440,0,0,19325,19656,0.0675438,0,0.497238,0,0,0.464845,0.502762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,216,0,0,0,5.7731699999999995,2.41436,0.634664,1.1742700000000001,2.3025900000000004,0.590511,0,2.70614,0.049384199999999996,0.996972,0,79510.8,40233.6,77,77,1,0,2,0.11111099999999999,0,963,39096,0.0246317,0.940418,225708,94392,24812.8
fee67975150af79a6bb93e5a3083e201,1,3.7303300000000004,5.66105,1.9653599999999998,0,0,0,2.62847,1.7271,0.630161,0,1.10121,1.93343,0.9565739999999999,58596.2,87883.7,232,232,3.5542599999999998,2,2,1,42356,0,1.08029,104100,239779.0,83244.6,3480,0,19488,0,0,19388,19720,0.0821607,0,0.497041,0,0,0.457739,0.502959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,232,0,0,0,4.02984,2.39645,0.7519560000000001,1.45691,2.14425,0.376864,0,2.1484900000000002,0.052303499999999996,0.628217,0,62966.5,40393.2,69,69,1,0,2,0.13333299999999998,0,331,39208,0.00844215,0.9256780000000001,158002,93960,29482.7
