
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE mzn2feat {ok}
@DATA

070e1e40e3eca39702ee8476ab6b14fd,1,ok
24e5bb81b7c04bff2b5e368e3102c546,1,ok
ad5ef4bb8f767950495cfba14b6334cc,1,ok
8ab156eec908357ca50f9a74a46382dc,1,ok
d2365dcd7e17eff98406a83d8cad66e4,1,ok
b1aeaa68721e917c37058f1498ac9aa8,1,ok
0a9f26ae02f264f010c5a603b8f6acf1,1,ok
5cbcdd5c7e801d02919afe17a22d1e4c,1,ok
17ace2b7a21c0757f805324edf45a27e,1,ok
a6a54baf97ca6636b13562c848f66d63,1,ok
0fb89fb97fac01834a565e3f34a52093,1,ok
fb52f59605b1533f8e175356d9c77760,1,ok
ddf429470af59d9c774e755015d49a92,1,ok
fb9db5b748014e0c53b44048b3f7362d,1,ok
03dfc2d1aa208dd70ef5a4c25a912ba7,1,ok
8cddff4bf65dfcadba81f3c31ac3b208,1,ok
cca42e48836ecd245db38761c6cc0ede,1,ok
4adc5a41eb7996c6f6903f9858524838,1,ok
195ad743f1f4da07110b1b9a6c10c9f5,1,ok
436e37bde90840ba161c18142eb88b97,1,ok
50d5a3ca4fb976c1e7dd3dbc2d75ab5d,1,ok
6c76a321470937fe33f903a94be7e047,1,ok
5e55e0e235be927b683352c0dce5364d,1,ok
3bb22f270a52cc9005c29bcb3f88a894,1,ok
a1889a54179ea2c3b76e44094d95bcb6,1,ok
136d6f84a21ae6f9e61578d4433ed4e9,1,ok
f0ad968837de834bbc0b87976864b709,1,ok
fc504fc8ecc45d02da8b4f019237acc1,1,ok
3323cc4d7e2e57dc3d1c50bb976f95a6,1,ok
51c5f205c9e5f104ae96e615793e3085,1,ok
2cf7ada9c261883b7f6968783de18b4c,1,ok
919372594623fb209cf8d873cccb9b19,1,ok
d4e0aa6c356d3ed3e8064940719a3d3b,1,ok
a5f89ec06d4b0047835df3144595a61c,1,ok
26419b6b47540a902659058db6d066ee,1,ok
395b1d3c5c78ad834b537557f0e6d3bf,1,ok
d1e60738bfac986c4ed8e644fc9015d0,1,ok
d10cc05d85d2d45c34f5e7d5d717668d,1,ok
111bbd6984120462efc17c1f5b20c906,1,ok
e1cb69b5b50152529f42a0c29a1ac1ec,1,ok
a52ff521c079c553b3be63eafabd5cd0,1,ok
f7661fff2872589f2de6e949829f14b5,1,ok
67968d3466bcd9e30115147cd8fa15d6,1,ok
d8019a10d67487810fc81fa0c6089c29,1,ok
a6d3caaecbf12303a10a31ec6c41e6d4,1,ok
f0d25099583f3fe4e7936d0d0ac792f6,1,ok
2bfe840a6782c45bc651f3bd06a6f5f0,1,ok
3ff323ab281b974d5d66e9e2b69c60d0,1,ok
8e0f9cb580f31c9eed9aee97f6958d84,1,ok
cff021439ffb494a3de62e1b07766a5e,1,ok
4272733eecdf6e7616f79f5307e89f7b,1,ok
334497707546a2a6b19c0db284418375,1,ok
977bf8e7f96a10fd1ca79dfd99c123ff,1,ok
3863179a05c6c20c8b4b22addd6be55d,1,ok
e36b411215c0c9d477983b21c2c45e53,1,ok
3f2b06357e4ff56a5c948564d7be2c95,1,ok
7c22129afd49934aa4b60485268664b8,1,ok
f728cf6e9a0223bb63d9bf40452936bd,1,ok
ee2010c088ef69102219b0cab5c3a8bd,1,ok
486d044bf50a28261dd368f73f4190f1,1,ok
89720c9fddf6da383570d6dc0af8ab61,1,ok
ea3ddf261bba2f71331d06b1daeb3805,1,ok
97104ad94d8365e9f216a04079896a83,1,ok
24b8ad246546456b53c641ceb9fed87c,1,ok
38c7b637da1c2648eabe64eacccb2176,1,ok
121c014e204c8a2b8beef82793704089,1,ok
bd3e1268b7b5848a5332a85db95a76e0,1,ok
393b971bc268f282f385663b4936bc68,1,ok
7c28b0da0df609a2c5b8125745de3c1c,1,ok
0c3aac6a7696b4a40c3d5512ec77740c,1,ok
9a550dc5d36ce88258aaf346d8336231,1,ok
5cd03ad6ebbe96fd6216b659ec055d68,1,ok
6d9ad6058aa1e72abedc0820895d3ba6,1,ok
7564ff69c45aab5268e22d36ab7585d0,1,ok
672f1c341fbb20526faf04147462cbdb,1,ok
