
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE mzn2feat {ok}
@DATA

78354c37ffb0f3247751591f29a053d9,1,ok
59f2956588d9e3f585dbb9eb424b4238,1,ok
d8fb994232f3225ea56d32b249c0af82,1,ok
6c91c4c80ef5a8b8d3576b1d4fcd8227,1,ok
c3e5b8dee114b60510b1086730d579ad,1,ok
91758f9d85e339667dd5f4525b299a66,1,ok
941683e67286101946238d6204646108,1,ok
ab031fa93285040f14480d008369b1c2,1,ok
6b3f69c14733ff0565c590be9a584a7b,1,ok
bcf88e662c3b077cb5a7863ca544bf25,1,ok
475e9a73458c455ad34dad6e75067531,1,ok
2ef5eb6059ead90dec75989f2f761624,1,ok
e365ecf8b19297fa995ebba01d030ec1,1,ok
1c18aff4a875aa4126c5d04725928f92,1,ok
d81d1eac888e5a38599da242ff1290b1,1,ok
eaa47d1795ef755ec76b51a2269dc54c,1,ok
7dbf096f5854546d4bf0843d05a200ef,1,ok
0312df096c7e76823394465e2cc0948e,1,ok
9856a5824fbcf30ab20b65b6a9621aaf,1,ok
42a772fce654565ad568219e5d314c54,1,ok
82e5446c25f291294a3a5eb195521302,1,ok
5e923e022dc34266f32d930b9fbc5c36,1,ok
8a74cc3f29a25f961104e016098ec3d5,1,ok
d46cc47d34f625b2b89d6821f69f49a5,1,ok
a43ae1cce325366c0d2db342865ad699,1,ok
2267429e9a97c6e3ba6d6b354a00cb58,1,ok
041684fe35fa9a1fed579e53f578968f,1,ok
8b27ae6f7cf59f1184ae9fa5981aed2e,1,ok
3fefe313e8a760773f451e08414ddef5,1,ok
c01224019854d6449ffb9e6c430f8431,1,ok
55edf2c76a9c1d6b695368a55718035d,1,ok
a0e8c92c4cabf1e200cb66fcd9e03d16,1,ok
42f02b54bdd343238fd8aa3e17859337,1,ok
76dba3ccc6395dc9bf29a4e47065ad75,1,ok
8cb26338f1930bf129608e1345811a03,1,ok
f74f6ec9236c53d56c569fbc731c9489,1,ok
7e1acdf68ccdd245e298a809d775b432,1,ok
bf73fb69b7a3649e5d62a0922a63c0c5,1,ok
28208818379abfe0f0584d607f6840a1,1,ok
5dc882673926b1fe7a62db89d8a4895c,1,ok
c2723027ae84b2e6ccbcd359e62a478a,1,ok
32d9d22560516710214f32b283226f20,1,ok
eb3b0c2ab2203751baf75d12f9ab4839,1,ok
9987c5697209bdf214a3af00b74b8936,1,ok
0c6dbb6fb6e7871c3d917b29023b9855,1,ok
4c2ac8dff6a6cb954615a7a445320fd7,1,ok
36bd518d10153f112a7780e603511758,1,ok
dc3121bc9fafaebdbf1ec39a31037126,1,ok
b3ecc73440900438802cdb675e964bf4,1,ok
2f718f5c041eae74f3326f08ce540702,1,ok
30f3ae66a5df1dfede68a0caa141eeb0,1,ok
188c72b2cbca130953638ce5e3f62909,1,ok
d4442e22a4bcae1f87e7acd5b3dd5b64,1,ok
f215bd27f1829c222ee7101da584b4a9,1,ok
0082147db31ace65286a23514cb3f38a,1,ok
521f28f6894996c396fe0a416f9926a7,1,ok
7b39b7fc02099e5c7caf8f3c9e7ed99b,1,ok
7ed9942a6d78bedefbdd6608643fe960,1,ok
899eb63983d4c11c1b31abf10cbdcc3c,1,ok
30268bf20ca295c48e312b7aaa171352,1,ok
4afce8fc66b7533e013f7b1e887cd5ef,1,ok
9b5bcc4744c97723810fc6b13c28e818,1,ok
bab99425b9ef472ca9737f50d0e4ff26,1,ok
56ec67fe5a45bf09931385e9da744ece,1,ok
0fcc2fef4dad22393e7d836fc339ed9b,1,ok
0bd3056c0e8420fec0ef5c9d4cd3bedc,1,ok
94d03c8eec194ce9948fe413f14c9146,1,ok
12e97b25b21f9264e679bb1c7331a989,1,ok
73aa7f6af69053a878308e46681e8833,1,ok
d13e971500bebe0c6a94253f78f220fb,1,ok
2adbb0be356df1a67311c1840209ef3b,1,ok
3add12c24214ead7a83ebb3bcfca1eb6,1,ok
93d0479718f6e4eecfb7d5514511ac27,1,ok
33fe19e779d8a812fe677c6e9f2a9e6b,1,ok
c3f2e88b9d5e22740a4ad3228fc66e4f,1,ok
0a051b8f5a2ccc522f1e6af59f4f168b,1,ok
92df4a20aefe41d739a02a00218214fd,1,ok
573e53fda9bf289523d28dc840ba27f5,1,ok
0ce2fcdab4cd132a8a17d50233010275,1,ok
ab6c55c7b4adb42e858bd024e6e14808,1,ok
0740ff5a5622a2237000a4e333d195b8,1,ok
3188fc232ae152596a36a9ba27f80d26,1,ok
2b7ce815fade24d1d5bce2840766c1d2,1,ok
8873dd3de872dd1d72f4d23f152fae77,1,ok
7812ab040ebf2e6f0b94dda8d152da06,1,ok
3e8641aba98f374cd560cec0e0831127,1,ok
fb98edb60b8e5c099d268a1dc65500d3,1,ok
2b571672fc9e81a5df15bbeabb71cdb5,1,ok
a40c7fbe6a27cb8aa041e8a619872818,1,ok
bc7fae0a750f6bf530392d3f65bb44c2,1,ok
922f1e8fff582a736b9123106cc80907,1,ok
46b896dfbbd550910c216096468a047d,1,ok
2e29a56e148e9e8bb4e11489c455b0ea,1,ok
dbfe548a7373eb9eef41983101efe52f,1,ok
b09da3d6e4f8cb6385e28452ecad01a6,1,ok
89065fa6051004231c18ce987fd1e916,1,ok
