Streamliner,Instance,SolverSatisfiable,SavileRowTotalTime,SolverSolveTime,SolverTimeOut,SolverNodes,SavileRowMemOut,SavileRowTimeOut,BaseModelTime,Seed,RunId
181,742f0ca5c268976f99edaa6d4df2236f.param,True,66.556,3.2,0,14953.0,0,0,300,977178985,0
181,742f0ca5c268976f99edaa6d4df2236f.param,True,69.02,3.3,0,14953.0,0,0,300,977178985,1
181,742f0ca5c268976f99edaa6d4df2236f.param,True,66.484,3.2,0,14953.0,0,0,300,977178985,2
181,364811af5cc2d6aecb3c72f28b4c4c5e.param,False,4.65,298.9,1,4274054.0,0,0,300,1498545895,0
181,6e2bb3372d4f9328bf5299cc5936e782.param,True,131.27700000000002,25.4,0,456929.0,0,0,300,156200301,0
181,6e2bb3372d4f9328bf5299cc5936e782.param,True,135.44899999999998,8.3,0,127891.0,0,0,300,156200301,1
181,6e2bb3372d4f9328bf5299cc5936e782.param,True,133.30100000000002,10.7,0,127891.0,0,0,300,156200301,2
181,3c99d857fe859b96bd289e8fcf747296.param,True,145.659,8.6,0,164987.0,0,0,300,844946483,0
181,3c99d857fe859b96bd289e8fcf747296.param,True,143.71,8.9,0,164987.0,0,0,300,844946483,1
181,3c99d857fe859b96bd289e8fcf747296.param,True,149.394,8.8,0,164987.0,0,0,300,844946483,2
181,d726830533ded40b51d8683fd4b1d807.param,True,146.658,7.0,0,74509.0,0,0,300,1940177851,0
181,d726830533ded40b51d8683fd4b1d807.param,True,156.088,7.4,0,74509.0,0,0,300,1940177851,1
181,d726830533ded40b51d8683fd4b1d807.param,True,152.042,6.7,0,74509.0,0,0,300,1940177851,2
181,4232297871333724f02d86a735ef15db.param,True,167.792,12.3,0,39174.0,0,0,300,1857323490,0
181,4232297871333724f02d86a735ef15db.param,True,142.589,11.7,0,39174.0,0,0,300,1857323490,1
181,4232297871333724f02d86a735ef15db.param,True,164.523,11.4,0,39174.0,0,0,300,1857323490,2
181,fd3fa57fa514d3d8f9e90c724b07357c.param,True,171.90200000000004,7.4,0,46863.0,0,0,300,1087074857,0
181,fd3fa57fa514d3d8f9e90c724b07357c.param,True,178.636,7.2,0,46863.0,0,0,300,1087074857,1
181,fd3fa57fa514d3d8f9e90c724b07357c.param,True,177.266,7.3,0,46863.0,0,0,300,1087074857,2
181,08871f5ff5f58d3fcf42a99938acec28.param,True,166.21900000000005,14.5,0,80711.0,0,0,300,1619776526,0
181,08871f5ff5f58d3fcf42a99938acec28.param,True,173.111,14.8,0,80711.0,0,0,300,1619776526,1
181,08871f5ff5f58d3fcf42a99938acec28.param,True,176.732,14.6,0,80711.0,0,0,300,1619776526,2
181,22faf0aa260172668c9d5eb27f88176d.param,True,189.618,14.2,0,55084.0,0,0,300,253356103,0
181,22faf0aa260172668c9d5eb27f88176d.param,True,175.787,13.6,0,62243.0,0,0,300,253356103,1
181,22faf0aa260172668c9d5eb27f88176d.param,True,175.56099999999995,12.8,0,72083.0,0,0,300,253356103,2
181,e194961a04b419ef006402e5083214e7.param,True,180.689,11.8,0,45853.0,0,0,300,156200301,0
181,e194961a04b419ef006402e5083214e7.param,True,188.25,11.4,0,45853.0,0,0,300,156200301,1
181,e194961a04b419ef006402e5083214e7.param,True,189.551,11.8,0,45853.0,0,0,300,156200301,2
181,97322adc14e71f497fdc1fc717196c07.param,True,197.08,7.4,0,92002.0,0,0,300,900724603,0
181,97322adc14e71f497fdc1fc717196c07.param,True,194.207,9.3,0,94246.0,0,0,300,900724603,1
181,97322adc14e71f497fdc1fc717196c07.param,True,200.296,6.9,0,55746.0,0,0,300,900724603,2
181,d73810383376e707eb4827989c2a0959.param,True,204.542,12.6,0,55466.0,0,0,300,2135109677,0
181,d73810383376e707eb4827989c2a0959.param,True,202.335,14.5,0,98428.0,0,0,300,2135109677,1
181,d73810383376e707eb4827989c2a0959.param,True,199.133,12.0,0,55466.0,0,0,300,2135109677,2
181,5de816d61056375d8244e02bf3e65c51.param,True,10.84,33.1,0,722023.0,0,0,300,1875093227,0
181,5de816d61056375d8244e02bf3e65c51.param,True,10.562,35.1,0,722023.0,0,0,300,1875093227,1
181,5de816d61056375d8244e02bf3e65c51.param,True,10.957,33.0,0,722023.0,0,0,300,1875093227,2
181,fe1f8414b30fd6229377e4a62bb1a8e3.param,True,225.738,12.9,0,22539.0,0,0,300,1940177851,0
181,fe1f8414b30fd6229377e4a62bb1a8e3.param,True,205.279,12.6,0,15848.0,0,0,300,1940177851,1
181,fe1f8414b30fd6229377e4a62bb1a8e3.param,True,204.916,12.8,0,26118.0,0,0,300,1940177851,2
181,7a558975880420f51779d04ecb758dd5.param,True,154.285,5.9,0,19966.0,0,0,300,1498545895,0
181,7a558975880420f51779d04ecb758dd5.param,True,159.891,5.7,0,19966.0,0,0,300,1498545895,1
181,7a558975880420f51779d04ecb758dd5.param,True,156.502,11.8,0,18077.0,0,0,300,1498545895,2
181,d8b47cb1ec9bec66216ba7d98c1f0915.param,True,205.421,6.6,0,45025.0,0,0,300,1857323490,0
181,d8b47cb1ec9bec66216ba7d98c1f0915.param,True,196.56,6.6,0,50284.0,0,0,300,1857323490,1
181,d8b47cb1ec9bec66216ba7d98c1f0915.param,True,216.298,107.3,0,127065.0,0,0,300,1857323490,2
181,69fe23b047501e014d73974222ae2ff3.param,True,126.401,6.9,0,99525.0,0,0,300,290994298,0
181,69fe23b047501e014d73974222ae2ff3.param,True,130.463,6.9,0,99525.0,0,0,300,290994298,1
181,69fe23b047501e014d73974222ae2ff3.param,True,128.56,6.9,0,99525.0,0,0,300,290994298,2
181,2fd66c494d39f150720bfecda2a42e2b.param,True,142.76,13.2,0,128550.0,0,0,300,1619776526,0
181,2fd66c494d39f150720bfecda2a42e2b.param,True,140.382,13.2,0,128550.0,0,0,300,1619776526,1
181,2fd66c494d39f150720bfecda2a42e2b.param,True,137.994,13.7,0,128550.0,0,0,300,1619776526,2
181,8aaf674e8bd72cb878565d9538dcc67a.param,True,208.048,6.4,0,27534.0,0,0,300,900724603,0
181,8aaf674e8bd72cb878565d9538dcc67a.param,True,210.387,6.1,0,28586.0,0,0,300,900724603,1
181,8aaf674e8bd72cb878565d9538dcc67a.param,True,211.583,12.0,0,14962.0,0,0,300,900724603,2
181,8540e210b6737c6614e699dbfe60fa9a.param,True,150.923,9.9,0,168427.0,0,0,300,265427638,0
181,8540e210b6737c6614e699dbfe60fa9a.param,True,149.832,9.0,0,168427.0,0,0,300,265427638,1
181,8540e210b6737c6614e699dbfe60fa9a.param,True,142.641,8.5,0,168427.0,0,0,300,265427638,2
181,06c9a4a5633725d94a6bf7cca5a6f64c.param,True,195.686,6.9,0,49142.0,0,0,300,1875093227,0
181,06c9a4a5633725d94a6bf7cca5a6f64c.param,True,185.572,6.5,0,34506.0,0,0,300,1875093227,1
181,06c9a4a5633725d94a6bf7cca5a6f64c.param,True,194.784,6.4,0,31972.0,0,0,300,1875093227,2
181,2886a83ea36b0aa74b084f9f760cf362.param,True,150.969,275.9,0,72501.0,0,0,300,290994298,0
181,2886a83ea36b0aa74b084f9f760cf362.param,True,163.451,206.7,0,72501.0,0,0,300,290994298,1
181,2886a83ea36b0aa74b084f9f760cf362.param,True,164.584,206.7,0,72501.0,0,0,300,290994298,2
181,2242b799fe1a4d24787ad2a7a3fe39f3.param,True,194.275,12.4,0,34826.0,0,0,300,156200301,0
181,2242b799fe1a4d24787ad2a7a3fe39f3.param,True,186.868,12.1,0,31224.0,0,0,300,156200301,1
181,2242b799fe1a4d24787ad2a7a3fe39f3.param,True,191.857,13.2,0,25937.0,0,0,300,156200301,2
181,fb41f07f0a66d5e6444d0bda8b4ca8f4.param,True,153.20600000000005,7.3,0,106663.0,0,0,300,265427638,0
181,fb41f07f0a66d5e6444d0bda8b4ca8f4.param,True,156.95600000000005,7.1,0,106663.0,0,0,300,265427638,1
181,fb41f07f0a66d5e6444d0bda8b4ca8f4.param,True,159.89,7.2,0,106663.0,0,0,300,265427638,2
181,534ec98edf64ae42de6563808a6c24fc.param,True,206.891,6.5,0,36170.0,0,0,300,1875093227,0
