Instance,TotalTime,Satisfiable,Killed,TimeOut,Solver,conjure_RealTime,conjure_CPUTime,conjure_CPUUserTime,conjure_CPUSystemTime,conjure_CPUUsage,conjure_Timeout,savilerow_RealTime,savilerow_CPUTime,savilerow_CPUUserTime,savilerow_CPUSystemTime,savilerow_CPUUsage,savilerow_Timeout,lingeling_RealTime,lingeling_CPUTime,lingeling_CPUUserTime,lingeling_CPUSystemTime,lingeling_CPUUsage,lingeling_Timeout,solver_satisfiable,solver_conflicts,solver_ternaries,solver_binaries,solver_iterations,solver_reductions,solver_restarts,solver_decisions,solver_propagations,solver_percentageSimplifying,solver_percentageSearch,solver_randomSeed,solver_time
f4a41ad1be440bb941a443ce9f94488b.param,63.40683,True,False,False,lingeling,0.46347,0.427677,0.405912,0.021765,92.2772,False,8.29226,23.2974,22.5786,0.718784,280.953,False,54.6511,54.4447,54.2221,0.222593,99.6224,False,True,54839.0,1834.0,46.0,3.0,9.0,1173.0,3258413.0,122808482.0,22.0,78.0,750180309,54.2
3d5163279993030bde308438a4c74925.param,124.62662,True,False,False,lingeling,0.41702,0.369468,0.356239,0.013229,88.5972,False,109.792,123.661,121.384,2.27688,112.632,False,14.4176,14.3616,13.8468,0.514742,99.6113,False,True,1340.0,0.0,0.0,0.0,0.0,10.0,415745.0,8097198.0,70.0,30.0,1444739013,13.1
8077fd573c8bd6e89e5b60001ef9f346.param,42.089147,True,False,False,lingeling,0.390177,0.363757,0.348895,0.014862,93.2287,False,6.06277,20.3241,19.7915,0.532622,335.228,False,35.6362,35.4972,35.3528,0.144408,99.6099,False,True,51220.0,5116.0,65.0,8.0,8.0,4704.0,3758536.0,78741721.0,28.0,72.0,132362068,35.4
99f0c39bb38655e96f511008c35db010.param,50.243266000000006,True,False,False,lingeling,0.492636,0.459805,0.440861,0.018944,93.3357,False,5.79913,19.3053,18.6691,0.636259,332.901,False,43.9515,43.7817,43.6372,0.14447,99.6137,False,True,65990.0,1830.0,75.0,3.0,13.0,4801.0,3075511.0,107655417.0,20.0,80.0,1724245322,43.6
e665a9acb3d9fbcd4eaffdb8bf356fd9.param,135.430929,True,False,False,lingeling,0.420669,0.369843,0.348223,0.02162,87.9178,False,9.84026,25.6406,24.8696,0.770968,260.568,False,125.17,124.677,124.308,0.368674,99.6058,False,True,161641.0,2162.0,128.0,3.0,26.0,4773.0,5596951.0,241155440.0,17.0,83.0,508299779,124.4
1752ad6e64f14bd6f99a3264b2b29e71.param,206.720987,True,False,False,lingeling,0.533587,0.717005,0.696469,0.020536,134.374,False,186.594,204.815,201.954,2.86104,109.765,False,19.5934,19.5146,18.9001,0.614552,99.5977,False,True,2329.0,33.0,46.0,0.0,1.0,23.0,294322.0,7335772.0,78.0,22.0,1644963606,16.8
68194f939d7f9c9204d417cdfe4c094a.param,122.322826,True,False,False,lingeling,0.401026,0.37127,0.354238,0.017032,92.58,False,104.883,121.856,119.582,2.27428,116.183,False,17.0388,16.9707,16.4867,0.484063,99.6007,False,True,1058.0,7.0,4.0,0.0,0.0,11.0,530146.0,9775020.0,73.0,27.0,1444739013,14.9
3e3cb9b1277b5f8d0623982c72d0832f.param,89.484522,True,False,False,lingeling,0.201762,0.361518,0.347974,0.013544,179.18,False,5.50306,25.6379,25.022,0.615904,465.884,False,83.7797,83.4481,83.2194,0.228681,99.6042,False,True,191530.0,6839.0,207.0,8.0,28.0,8235.0,6468044.0,180305503.0,18.0,82.0,364773034,83.3
247bcec37164251734119656701fa5ef.param,159.47176000000002,True,False,False,lingeling,0.74086,0.704422,0.681646,0.022776,95.0817,False,33.2779,52.2177,50.6391,1.57859,156.914,False,125.453,125.006,123.618,1.38721,99.6429,False,True,233875.0,1325.0,352.0,23.0,35.0,4151.0,2804363.0,242297605.0,37.0,63.0,19371032,124.2
4a609b54b276b0cd673e497514a0e786.param,25.317249,True,False,False,lingeling,0.446319,0.405987,0.388081,0.017906,90.9634,False,9.47003,23.6733,22.9461,0.727194,249.981,False,15.4009,15.7483,15.566,0.182324,102.256,False,True,21419.0,251.0,30.0,3.0,7.0,39.0,542858.0,19918815.0,52.0,48.0,1646195835,15.5
cb2d9af7b4f3931103435755776d5d77.param,19.287899,True,False,False,lingeling,0.384619,0.362806,0.347932,0.014874,94.3287,False,7.18768,23.9958,23.3014,0.694449,333.847,False,11.7156,11.6752,11.5597,0.115472,99.655,False,True,8154.0,225.0,13.0,2.0,2.0,126.0,613914.0,19892709.0,44.0,56.0,1646195835,11.5
764684c0ea75a0a7a2719cb406cc8c51.param,170.81216500000002,True,False,False,lingeling,0.238665,0.371426,0.354542,0.016884,155.626,False,16.1845,35.4794,34.277,1.20245,219.218,False,154.389,153.789,153.233,0.556484,99.6113,False,True,95571.0,2579.0,76.0,2.0,15.0,856.0,7094500.0,312387091.0,22.0,78.0,508299779,153.3
c83fa794a535ccc27b86721ae0f3fc0b.param,226.495297,True,False,False,lingeling,0.411597,0.372439,0.353478,0.018961,90.4863,False,16.3647,31.6892,30.5204,1.16884,193.643,False,209.719,208.939,208.311,0.627501,99.6282,False,True,256752.0,1874.0,317.0,2.0,39.0,1502.0,9434544.0,391958748.0,15.0,85.0,508299779,208.4
3dd2106afb212cd57cee2ef2d16c1234.param,134.937056,True,False,False,lingeling,0.387456,0.3695,0.352629,0.016871,95.3657,False,116.757,131.547,129.171,2.37571,112.667,False,17.7926,17.4276,16.8975,0.530029,97.9486,False,True,1400.0,8.0,2.0,0.0,0.0,21.0,641600.0,11661696.0,61.0,39.0,750180309,16.1
694f4a2b2c52c167a79ef45da93d4452.param,193.931487,True,False,False,lingeling,0.710787,0.68244,0.65866,0.02378,96.0119,False,14.5147,33.019,31.9041,1.11485,227.486,False,178.706,177.845,177.365,0.479549,99.5179,False,True,100853.0,2270.0,60.0,2.0,16.0,2101.0,7162284.0,302049088.0,29.0,71.0,81348047,177.4
2b56c0d486c97274b0f5ef0d98312b27.param,193.789079,True,False,False,lingeling,0.460979,0.426994,0.405766,0.021228,92.6276,False,179.428,194.022,191.003,3.01888,108.134,False,13.9001,13.8523,13.2537,0.598635,99.6561,False,True,1260.0,8.0,22.0,0.0,0.0,18.0,217171.0,4934113.0,84.0,16.0,508299779,12.0
459df0b8706f363a35eeb8a251b30d4d.param,159.381508,True,False,False,lingeling,0.415808,0.387889,0.369953,0.017936,93.2856,False,18.5877,36.5929,35.3582,1.23475,196.867,False,140.378,139.853,139.455,0.397479,99.6259,False,True,87651.0,779.0,47.0,2.0,17.0,387.0,6347010.0,277538471.0,20.0,80.0,750180309,139.3
7b20b0e9c5c7de20bb8c5a51da87421f.param,444.7908210000001,True,False,False,lingeling,0.396821,0.365251,0.351335,0.013916,92.0443,False,164.323,184.276,181.44,2.83679,112.143,False,280.071,279.028,277.457,1.57095,99.6276,False,True,53691.0,254.0,154.0,2.0,13.0,1336.0,13887768.0,505128460.0,12.0,88.0,1909228284,276.6
4e577c65c3e758452cb189fafcf1e227.param,17.103537000000003,True,False,False,lingeling,0.469487,0.46389,0.441264,0.022626,98.8078,False,8.25255,22.4792,21.7856,0.693633,272.392,False,8.3815,8.34506,8.19361,0.151447,99.5652,False,True,5714.0,51.0,9.0,2.0,2.0,4.0,204580.0,8278765.0,68.0,32.0,364773034,8.1
a623b31088b627cacdf030190445359a.param,23.663235,True,False,False,lingeling,0.193085,0.380728,0.364224,0.016504,197.182,False,13.6569,33.8574,32.8129,1.04456,247.914,False,9.81325,9.77657,9.61513,0.161432,99.6262,False,True,4950.0,70.0,14.0,2.0,2.0,40.0,111713.0,4296742.0,86.0,14.0,1724245322,9.4
33b9687ddb87368dac66facd697ff6ab.param,197.645837,True,False,False,lingeling,0.441037,0.405216,0.386594,0.018622,91.878,False,11.1108,27.0323,26.0769,0.955393,243.298,False,186.094,185.261,185.022,0.238974,99.5525,False,True,359539.0,2331.0,119.0,8.0,42.0,8976.0,7605185.0,426290507.0,14.0,86.0,1457301386,185.1
ce6e60bf58001cb191ea7f31c6cf3a66.param,173.93603500000003,True,False,False,lingeling,0.605835,0.58027,0.558501,0.021769,95.7802,False,163.21,177.884,175.116,2.76786,108.99,False,10.1202,10.0828,9.73602,0.346738,99.6302,False,True,759.0,20.0,31.0,0.0,0.0,28.0,303625.0,6858896.0,71.0,29.0,81348047,8.6
d828d5f93145f40a8f3eab76666cb53d.param,215.389745,True,False,False,lingeling,0.426045,0.372979,0.356956,0.016023,87.5445,False,203.501,218.751,215.855,2.89574,107.494,False,11.4627,11.4321,11.0168,0.415375,99.7331,False,True,824.0,76.0,35.0,0.0,0.0,17.0,229588.0,5520070.0,78.0,22.0,1724245322,9.6
2fa70e5265c35cc4d04cdd053ff32af2.param,179.784893,True,False,False,lingeling,0.396493,0.376899,0.357356,0.019543,95.0582,False,157.848,174.148,171.731,2.41648,110.326,False,21.5404,20.6206,20.0588,0.561807,95.7299,False,True,1131.0,12.0,7.0,0.0,0.0,6.0,866929.0,15413177.0,64.0,36.0,508299779,18.4
df299ca65f81e654f300d76c27553bb2.param,98.530502,True,False,False,lingeling,0.440502,0.380704,0.363177,0.017527,86.425,False,13.8554,30.0169,29.0003,1.01659,216.644,False,84.2346,83.6006,83.3887,0.211929,99.2474,False,True,52499.0,683.0,47.0,2.0,11.0,691.0,4187006.0,170444292.0,17.0,83.0,569459731,83.3
72c0e438e32f5c3038e86c4866de1ab2.param,233.252582,True,False,False,lingeling,0.212982,0.375086,0.361421,0.013665,176.112,False,153.082,169.747,167.141,2.60557,110.886,False,79.9576,77.944,76.7763,1.16769,97.4816,False,True,10167.0,70.0,44.0,2.0,3.0,354.0,2606668.0,106631785.0,35.0,65.0,626340417,75.5
ef830cf4d6e82568c9138d3ada81d93a.param,161.21996099999998,True,False,False,lingeling,0.285961,0.36057,0.348524,0.012046,126.091,False,145.801,162.603,160.159,2.4439,111.523,False,15.133,15.0736,14.5249,0.548703,99.6074,False,True,1626.0,117.0,109.0,0.0,0.0,25.0,268073.0,6690807.0,81.0,18.0,81348047,12.7
c0f783999db1f194da0aa2b1a82dfda5.param,124.46433,True,False,False,lingeling,0.15203,0.426875,0.410832,0.016043,280.783,False,14.2643,32.99,31.8369,1.15319,231.276,False,110.048,109.476,109.097,0.37921,99.4809,False,True,104815.0,1032.0,131.0,2.0,20.0,1328.0,5167433.0,206341895.0,23.0,77.0,1724245322,108.8
8598560b385db8384984c662f3c9d9a6.param,48.419704,True,False,False,lingeling,0.169004,0.430126,0.412255,0.017871,254.506,False,33.378,47.3944,45.9359,1.45857,141.993,False,14.8727,14.815,14.243,0.572005,99.6125,False,True,36813.0,1486.0,1038.0,0.0,11.0,24.0,158155.0,12620521.0,71.0,29.0,364773034,14.1
1789eadf1e20bc17c23ee21773e66aee.param,110.421092,True,False,False,lingeling,0.388892,0.372505,0.351703,0.020802,95.7862,False,97.6271,113.135,111.153,1.98127,115.885,False,12.4051,12.365,11.9073,0.457664,99.6764,False,True,1133.0,4.0,4.0,0.0,0.0,12.0,381714.0,7253464.0,74.0,26.0,1618562023,11.3
5262210320283b6f0c4250df307bec4f.param,172.81293399999998,True,False,False,lingeling,0.385534,0.362734,0.34758,0.015154,94.0861,False,21.2794,41.6688,40.5004,1.16834,195.817,False,151.148,150.557,150.104,0.453646,99.6093,False,True,232209.0,1124.0,320.0,9.0,34.0,4724.0,3546532.0,240686830.0,37.0,63.0,1646195835,150.1
91d3184b0e24f1e8ed7fea7ea55b0368.param,76.450203,True,False,False,lingeling,0.391003,0.369763,0.351248,0.018515,94.5678,False,62.2508,79.4637,77.901,1.56272,127.651,False,13.8084,13.4353,13.1374,0.297902,97.2982,False,True,557.0,11.0,6.0,2.0,0.0,53.0,214266.0,8526408.0,63.0,37.0,750180309,12.2
bc7cdbd10be42b1d30ca52362dc8d3df.param,27.485282,True,False,False,lingeling,0.463002,0.430059,0.415279,0.01478,92.8849,False,20.101,37.3519,36.1074,1.24444,185.821,False,6.92128,6.75279,6.59266,0.16013,97.5657,False,True,2365.0,222.0,104.0,0.0,0.0,12.0,46325.0,1771179.0,93.0,7.0,19371032,6.3
45c2da7e26f80d2eed0f9457182edd0b.param,135.638785,True,False,False,lingeling,0.405485,0.369934,0.351998,0.017936,91.2325,False,113.769,131.142,128.742,2.3999,115.271,False,21.4643,21.7595,21.0053,0.754243,101.376,False,True,1884.0,27.0,27.0,2.0,0.0,37.0,194959.0,10346001.0,80.0,20.0,1909228284,20.2
95552e1b3e026e2fbef88e6d80036f38.param,89.44892399999999,True,False,False,lingeling,0.384824,0.368063,0.357399,0.010664,95.6445,False,67.6203,88.3522,86.6965,1.65566,130.659,False,21.4438,21.3582,20.7155,0.642768,99.601,False,True,3813.0,52.0,24.0,2.0,1.0,53.0,239097.0,12590728.0,76.0,24.0,1909228284,20.2
31d2de4b9b86a5c6409acc5998382ebc.param,16.908564,True,False,False,lingeling,0.387464,0.360656,0.349044,0.011612,93.0811,False,7.28961,20.7116,20.0367,0.67494,284.126,False,9.23149,9.19279,9.08812,0.104668,99.5808,False,True,8333.0,210.0,20.0,3.0,2.0,73.0,497075.0,16198944.0,47.0,53.0,1618562023,9.0
f1273da0374ca43704df4f41ed9a36ff.param,104.142885,True,False,False,lingeling,0.332275,0.701239,0.682647,0.018592,211.042,False,6.66291,20.6934,19.981,0.712412,310.577,False,97.1477,96.7722,96.5109,0.261332,99.6135,False,True,216959.0,3703.0,120.0,5.0,31.0,8119.0,5914359.0,248208055.0,16.0,84.0,24629714,96.6
989f8f6af51cc36fc5f6522990dac4bd.param,101.035091,True,False,False,lingeling,0.376491,0.361602,0.34659,0.015012,96.0453,False,11.3158,28.9523,28.1774,0.774908,255.858,False,89.3428,88.7165,88.3495,0.36706,99.299,False,True,106979.0,2048.0,83.0,4.0,18.0,2602.0,4920733.0,206022919.0,14.0,86.0,1724245322,88.4
cc6eea8dcd527f840b104e56e1225b64.param,122.215649,True,False,False,lingeling,0.460349,0.366515,0.352085,0.01443,79.6168,False,100.033,117.408,115.214,2.19369,117.369,False,21.7223,21.6424,21.0278,0.614647,99.6323,False,True,3388.0,37.0,17.0,2.0,1.0,71.0,309120.0,15557718.0,70.0,30.0,508299779,20.2
4d8f032856ae5e5dd971c337a60f5896.param,178.861272,True,False,False,lingeling,0.442072,0.405422,0.38848,0.016942,91.7095,False,162.715,178.344,175.532,2.81182,109.605,False,15.7042,15.2151,14.6013,0.613833,96.8855,False,True,18077.0,224.0,158.0,0.0,8.0,19.0,275795.0,9144786.0,76.0,24.0,1909228284,13.8
dd2ad944e722dfdccab4c33a6bbdb109.param,120.193885,True,False,False,lingeling,0.430385,0.389813,0.370683,0.01913,90.5731,False,10.4295,27.0377,26.2459,0.791768,259.242,False,109.334,109.076,108.799,0.276774,99.7635,False,True,166372.0,2122.0,148.0,4.0,26.0,3465.0,5454550.0,250461764.0,16.0,84.0,1444739013,108.8
ade618a99d891ae4617046d544b16768.param,174.607323,True,False,False,lingeling,0.506323,0.362914,0.34398,0.018934,71.6764,False,110.965,130.007,127.546,2.46125,117.161,False,63.136,62.9073,61.8903,1.01702,99.6377,False,True,3376.0,41.0,29.0,2.0,1.0,263.0,1415148.0,60770790.0,45.0,55.0,569459731,61.1
2a421d861becef6d91b57f3893598e07.param,174.76196000000002,True,False,False,lingeling,0.44614,0.364023,0.349181,0.014842,81.5939,False,164.565,181.597,178.778,2.8187,110.35,False,9.75082,9.70998,9.34528,0.364695,99.5812,False,True,466.0,11.0,17.0,0.0,0.0,9.0,125860.0,2996149.0,83.0,17.0,364773034,8.0
3703d6cf32e9f8736befcd50d9e037ac.param,167.01632200000003,True,False,False,lingeling,0.450722,0.383383,0.369417,0.013966,85.0597,False,141.038,161.228,158.611,2.6169,114.315,False,25.5276,24.3112,23.523,0.788234,95.235,False,True,2411.0,29.0,23.0,2.0,0.0,26.0,224846.0,10375269.0,77.0,23.0,24629714,22.5
ade0555d5caf149e01e126279a809ed2.param,145.35751,True,False,False,lingeling,0.75191,0.725211,0.703455,0.021756,96.4492,False,122.172,145.178,142.681,2.49676,118.83,False,22.4336,22.3563,21.9249,0.431448,99.6557,False,True,920.0,8.0,8.0,2.0,0.0,86.0,386064.0,18945331.0,60.0,40.0,1646195835,20.4
c12fde2d870f9ad9c64a18d87556980e.param,57.667001,True,False,False,lingeling,0.729281,0.710914,0.693202,0.017712,97.4815,False,50.5798,64.1373,62.59,1.54723,126.804,False,6.35792,6.3356,6.14037,0.195223,99.6489,False,True,591.0,26.0,21.0,0.0,0.0,28.0,146550.0,3385673.0,77.0,23.0,1618562023,5.6
f9367567ba3794836a7224a4fb7caa5d.param,137.614264,True,False,False,lingeling,0.497764,0.473733,0.454858,0.018875,95.1722,False,126.786,141.571,139.077,2.49415,111.662,False,10.3305,10.0802,9.7752,0.304988,97.5771,False,True,933.0,30.0,63.0,0.0,0.0,18.0,191158.0,5032895.0,76.0,24.0,1644963606,8.8
6fc8c1c5610a5342ae868157129ed3a0.param,184.677389,True,False,False,lingeling,0.395389,0.371649,0.356594,0.015055,93.9958,False,11.224,31.7601,30.9675,0.792641,282.966,False,173.058,172.415,172.07,0.345564,99.6284,False,True,209554.0,4571.0,98.0,5.0,28.0,6302.0,9337886.0,396541626.0,15.0,85.0,1909228284,171.8
9419f81c6b3ace460a5bf2505c0c1d0e.param,264.17203,True,False,False,lingeling,0.16603,0.397937,0.375159,0.022778,239.678,False,212.724,229.148,226.188,2.95942,107.721,False,51.282,51.0913,49.6435,1.44781,99.6281,False,True,11408.0,124.0,139.0,2.0,4.0,47.0,692135.0,33573028.0,62.0,38.0,1909228284,48.8
101b115a7a0946e2187aaed5ae19319b.param,173.731182,True,False,False,lingeling,0.452682,0.414438,0.396491,0.017947,91.5517,False,17.7655,36.1995,34.9804,1.21916,203.763,False,155.513,154.92,154.51,0.410523,99.6192,False,True,110491.0,2153.0,53.0,2.0,16.0,369.0,7369937.0,365571493.0,19.0,81.0,1646195835,154.5
ff616def079535b2ce194a1490344d54.param,249.437259,True,False,False,lingeling,0.388059,0.36893,0.351995,0.016935,95.0706,False,224.886,239.749,236.815,2.93378,106.609,False,24.1632,24.0778,23.0724,1.0054,99.6466,False,True,15695.0,540.0,281.0,0.0,6.0,33.0,358453.0,12454275.0,80.0,20.0,1457301386,22.3
b4e8ec7145a1ab94b6057dc62f1f8a67.param,55.336847000000006,True,False,False,lingeling,0.395587,0.373037,0.356511,0.016526,94.2996,False,8.60326,25.9427,25.1929,0.749761,301.545,False,46.338,46.2605,46.1469,0.11359,99.8328,False,True,15984.0,482.0,31.0,3.0,3.0,1424.0,2489068.0,84942540.0,13.0,87.0,750180309,46.0
55c64f7eb926cca745c099e383f43248.param,179.85411299999998,True,False,False,lingeling,0.154913,0.367129,0.35624,0.010889,236.99,False,163.111,178.489,175.696,2.79289,109.427,False,16.5882,16.5279,15.9371,0.590808,99.6364,False,True,1180.0,1.0,9.0,0.0,0.0,12.0,279209.0,6015151.0,81.0,19.0,508299779,13.6
61b0ab3305f96222277196b978165a29.param,51.909042,True,False,False,lingeling,0.331922,0.364598,0.345874,0.018724,109.844,False,44.0154,62.7184,61.2667,1.45171,142.492,False,7.56172,7.53489,7.43351,0.101377,99.6452,False,True,574.0,9.0,8.0,2.0,0.0,35.0,89392.0,4154896.0,81.0,19.0,508299779,7.0
2a17f96c8ec8cac354bc070fa72a27c6.param,154.298319,True,False,False,lingeling,0.197019,0.366869,0.352197,0.014672,186.21,False,141.444,156.666,154.303,2.36281,110.761,False,12.6573,12.2226,11.73,0.492675,96.5663,False,True,2181.0,37.0,30.0,0.0,0.0,25.0,250282.0,6576875.0,80.0,20.0,1724245322,10.9
50007bc2eb2871231ac1ab39e7de2918.param,232.941659,True,False,False,lingeling,0.386459,0.358951,0.346989,0.011962,92.8821,False,16.3952,32.2455,31.04,1.20545,196.676,False,216.16,215.662,214.95,0.71217,99.7694,False,True,218206.0,1515.0,227.0,2.0,33.0,3456.0,10089942.0,435989817.0,14.0,86.0,508299779,215.0
786196ca810baeedba86443cfde8b852.param,27.112427,True,False,False,lingeling,0.392167,0.358749,0.342079,0.01667,91.4787,False,17.7911,34.6779,33.4426,1.23526,194.917,False,8.92916,8.89096,8.63794,0.253023,99.5722,False,True,1376.0,7.0,9.0,2.0,0.0,10.0,45577.0,2267139.0,89.0,11.0,24629714,8.2
897908fe3c5a7e951078dfaeb6709b66.param,19.994003,True,False,False,lingeling,0.404013,0.371996,0.359024,0.012972,92.0753,False,9.46579,24.664,23.8949,0.769077,260.559,False,10.1242,10.0858,9.93737,0.148471,99.6208,False,True,6092.0,140.0,15.0,3.0,1.0,4.0,340859.0,12772720.0,57.0,43.0,364773034,9.8
21f835aa8cdaea4148fefcd8c4e9fb19.param,55.358181,True,False,False,lingeling,0.478351,0.416752,0.402882,0.01387,87.1227,False,9.31733,23.4125,22.6783,0.734166,251.279,False,45.5625,45.3993,45.2299,0.169341,99.6418,False,True,47240.0,714.0,66.0,3.0,10.0,548.0,2851561.0,114106396.0,20.0,80.0,1909228284,45.2
3e5b5779145a14c659162f68626820a5.param,201.651568,True,False,False,lingeling,0.400768,0.365546,0.352238,0.013308,91.2114,False,14.1548,31.3452,30.3453,0.999921,221.446,False,187.096,186.411,186.158,0.253109,99.6339,False,True,148560.0,1274.0,42.0,3.0,22.0,4757.0,7519781.0,420535375.0,26.0,74.0,1909228284,186.0
1ed710cf7d8abd85a6c1bf06f78a97ed.param,194.614664,True,False,False,lingeling,0.494464,0.470591,0.452501,0.01809,95.1719,False,170.053,187.343,184.594,2.74878,110.168,False,24.0672,23.7134,23.18,0.533476,98.5301,False,True,557.0,3.0,7.0,2.0,0.0,54.0,333371.0,15674846.0,65.0,35.0,750180309,21.8
a2b34f6dd54a40729544fb082429b0f9.param,79.694577,True,False,False,lingeling,0.448247,0.412892,0.398022,0.01487,92.1126,False,5.54083,21.5452,20.9891,0.556063,388.844,False,73.7055,73.4219,73.2128,0.209071,99.6152,False,True,151037.0,9654.0,115.0,8.0,21.0,5848.0,6819030.0,169389583.0,20.0,80.0,750180309,73.3
355cddea0cc27752dca7ae5052ad7659.param,63.366722,True,False,False,lingeling,0.277052,0.370699,0.349268,0.021431,133.801,False,54.7577,73.8475,72.3125,1.53499,134.862,False,8.33197,8.30235,8.07217,0.230179,99.6445,False,True,275.0,9.0,4.0,2.0,0.0,26.0,112812.0,3887895.0,80.0,20.0,508299779,7.4
7667932e6ec456f73e4120fe1157d1ee.param,115.400862,True,False,False,lingeling,0.435762,0.39031,0.372304,0.018006,89.5695,False,101.679,117.835,115.749,2.08587,115.889,False,13.2861,13.2399,12.764,0.475933,99.6522,False,True,19094.0,201.0,201.0,0.0,9.0,8.0,117966.0,9601275.0,64.0,36.0,508299779,12.2
1817c0899443555682a0a73e2e59f72b.param,133.499127,True,False,False,lingeling,0.412027,0.376717,0.357745,0.018972,91.4302,False,115.809,130.243,127.888,2.35502,112.464,False,17.2781,17.6431,17.0176,0.625496,102.113,False,True,1195.0,15.0,1.0,0.0,0.0,21.0,349184.0,7678867.0,81.0,19.0,1457301386,15.2
27ed6533da5d1b071a681fdc942aba4c.param,135.639363,True,False,False,lingeling,0.404363,0.37322,0.353288,0.019932,92.2982,False,121.465,138.995,136.54,2.45551,114.432,False,13.77,13.7195,13.1225,0.597002,99.6337,False,True,1195.0,15.0,1.0,0.0,0.0,21.0,349184.0,7678867.0,77.0,23.0,1457301386,11.8
3bce53d3320b24ec6f42f58c2e1d5762.param,244.552832,True,False,False,lingeling,0.156732,0.450351,0.431801,0.01855,287.338,False,227.719,242.172,239.278,2.89372,106.347,False,16.6771,16.6118,15.8906,0.721146,99.6084,False,True,3858.0,136.0,129.0,0.0,1.0,27.0,327156.0,10247041.0,75.0,25.0,508299779,14.9
3839013cb613b91a4366ebb6cda86909.param,257.399477,True,False,False,lingeling,0.459877,0.376138,0.363488,0.01265,81.791,False,239.408,255.947,252.999,2.94784,106.908,False,17.5316,16.8832,16.148,0.735228,96.3016,False,True,3858.0,136.0,129.0,0.0,1.0,27.0,327156.0,10247041.0,74.0,26.0,508299779,15.0
94d6c17c3331449706b640bd7add9514.param,54.563252000000006,True,False,False,lingeling,0.294072,0.378809,0.359686,0.019123,128.815,False,7.61968,23.0219,22.2918,0.730038,302.137,False,46.6495,46.4713,46.3169,0.154451,99.6181,False,True,51847.0,3655.0,47.0,3.0,8.0,1219.0,3062408.0,83902274.0,18.0,82.0,508299779,46.1
29eff2b88d31857981794a17dee19704.param,147.364324,True,False,False,lingeling,0.347824,0.379244,0.362604,0.01664,109.033,False,132.672,147.031,144.585,2.44585,110.823,False,14.3445,14.2935,13.9557,0.337801,99.6448,False,True,677.0,9.0,27.0,0.0,0.0,33.0,463716.0,10120680.0,61.0,39.0,1724245322,12.8
0aa56e06a86b18a1a5fdcac03b26f403.param,281.152869,True,False,False,lingeling,0.405469,0.383869,0.369944,0.013925,94.6728,False,17.4874,36.5041,35.3339,1.17021,208.745,False,263.26,262.31,261.37,0.939685,99.6391,False,True,155442.0,2933.0,76.0,4.0,23.0,3860.0,12112097.0,549525708.0,15.0,85.0,1534100310,261.7
d38174ccff97a23dfc575d48a99588d7.param,92.416463,True,False,False,lingeling,0.109963,0.417444,0.395604,0.02184,379.623,False,81.6598,96.8803,95.0674,1.81288,118.639,False,10.6467,10.6025,10.1296,0.472986,99.5852,False,True,1501.0,9.0,8.0,0.0,0.0,17.0,262480.0,5503831.0,80.0,20.0,1444739013,9.6
e02e697324dc00ac72ea9be10a22f5fc.param,72.735597,True,False,False,lingeling,0.469397,0.431258,0.413268,0.01799,91.8749,False,14.417,32.44,31.3153,1.12471,225.013,False,57.8492,57.6358,57.2994,0.336367,99.6311,False,True,39218.0,449.0,41.0,2.0,10.0,108.0,2357506.0,93246783.0,34.0,66.0,1534100310,56.8
6c3d273d138e1b3a517d2c653fdd82b7.param,244.196828,True,False,False,lingeling,0.379728,0.363132,0.345608,0.017524,95.6295,False,169.974,185.948,183.083,2.86536,109.398,False,73.8431,73.5761,72.1066,1.46953,99.6384,False,True,147911.0,410.0,221.0,0.0,35.0,19.0,427173.0,39672751.0,42.0,58.0,197757165,70.8
56359ea0bb001b5dc14ea9c31f7d74bc.param,176.108229,True,False,False,lingeling,0.588369,0.560773,0.543722,0.017051,95.3097,False,165.596,183.519,180.768,2.75159,110.823,False,9.92386,9.88339,9.52981,0.353578,99.5922,False,True,841.0,55.0,57.0,0.0,0.0,20.0,218885.0,5254308.0,78.0,22.0,750180309,8.5
45a75502d5dda0fb42820a8543638172.param,236.705223,True,False,False,lingeling,0.445423,0.367315,0.353619,0.013696,82.4643,False,214.066,231.371,228.418,2.95359,108.084,False,22.1938,21.6823,20.7327,0.949626,97.6954,False,True,2639.0,186.0,178.0,0.0,0.0,17.0,242181.0,7931450.0,86.0,14.0,1457301386,19.8
ce729ecad968ea435976e7b7164a09b6.param,73.432135,True,False,False,lingeling,0.404635,0.37052,0.350817,0.019703,91.569,False,10.9627,27.7993,26.89,0.909345,253.581,False,62.0648,61.8539,61.5919,0.262029,99.6601,False,True,51839.0,922.0,83.0,2.0,11.0,709.0,3263766.0,122291075.0,23.0,77.0,132362068,61.5
adf5045440c10957944840d6b7bfaedc.param,139.051761,True,False,False,lingeling,0.715361,0.70465,0.687304,0.017346,98.5027,False,110.284,128.071,125.552,2.51851,116.128,False,28.0524,27.9392,27.1825,0.756612,99.5964,False,True,1241.0,13.0,18.0,2.0,0.0,118.0,383216.0,20722371.0,64.0,36.0,1909228284,26.4
20ac8976aa4493c0a56edd53accfaef6.param,134.612741,True,False,False,lingeling,0.385191,0.35964,0.346642,0.012998,93.3667,False,125.044,140.3,137.982,2.31771,112.2,False,9.18355,9.14721,8.84134,0.305861,99.6042,False,True,758.0,1.0,8.0,0.0,0.0,8.0,271604.0,5183774.0,75.0,25.0,19371032,7.7
