
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE mzn2feat {ok}
@DATA

67610ba0695592b3bf9cd71055ebd7f6,1,ok
b7716e1c20ee07927eca078ed6854ad1,1,ok
0734953f460ea5089022cfc6755f7f33,1,ok
609f7238f8dfdab0e65b2c3a6652539c,1,ok
5879e97eeceb981a61807c90ff4e69cf,1,ok
21d65da32b3dbdb23a1d1f34ddee0f27,1,ok
5644cf86351fd12269a710c168315f64,1,ok
2813d42a58b4bc8db7ac2408294667f7,1,ok
e9fbe05d25cb2abbdcfef8544dd2a3e1,1,ok
d4ef713f4df38e5a47e5d04d6fa3fab5,1,ok
2b1dda3986a2f7bbc08e02a1d3f3ed47,1,ok
f917145aed81b73f60240417dba02961,1,ok
d6ac3ad73307d56d6de1eead0f9d6211,1,ok
655922ab6e94398598cac53a4ed4b8bf,1,ok
b8bb98c14ae67b2b3eb86c825d8875d7,1,ok
3c52e1eaa9788c5c7fc8651444045d3c,1,ok
e4b980225b3b0e5f5ea9f06b80e5c3ae,1,ok
26033c6e98fa8e9e9261dedba5f9bb94,1,ok
528ac49c4845c8e8302f21807a08d29f,1,ok
01ed98e243eee455963bc9ae83abefad,1,ok
a69680ad24cdc514d0d8b69a0e6e2ac0,1,ok
1e12075f6b63bae5a8689fa5c5ac679e,1,ok
be9d1735ef6b5f00c579cb2cf8b4ee79,1,ok
737992208488af890a992705860f21fc,1,ok
97f53fe0d07abb6c3e184a6dfe5ae476,1,ok
04b888545662fd645a9ba05ec1bc5a12,1,ok
f5f848993c65ad7c2c2922493e0c0305,1,ok
c1b06ebf48ea9fbc99f96237eca2c1b1,1,ok
c0045486916631bbdd4928074a794673,1,ok
d611b45fd3840ae5d8cad75101b4489b,1,ok
45c55c3e61ec2d045bbf4aadb66add91,1,ok
f78a6fe72ba21720b644882ca8c61464,1,ok
0d1da492836f3f7f54d99820460904ea,1,ok
858a62297ce6d0fb4f4066c265d39452,1,ok
135493706beb55460803483b882f1d35,1,ok
ed18ef2e74a8e6b2ca3d7aa123eb5a2d,1,ok
e3673022a7bbffaa3138bd1117aa9de8,1,ok
719e82fcbe0950a1291ca5b7d16923cc,1,ok
2dc7e11f8175b159568d549f277c7ad6,1,ok
1cb7d26b572d5b4eb028abb8755e2933,1,ok
fdee5bf271c50de59df7ccf48c74794d,1,ok
84d99f67ec395a9e283aa9d91a1354ce,1,ok
a19f3d628c94a5ff09f253ebd050f00d,1,ok
fecb42db8f1b78fcc0aaa3bd0ccefb99,1,ok
df5a48331ac74397708842d77c08b38f,1,ok
36b7bd4be41104e7c5a22d72d09f9005,1,ok
a8ebfe9ba00e031bee2d19623e6a6b03,1,ok
f5eacf1fa6393b09276ea3df8d75f5da,1,ok
f45bb0fab6149ea6545bd6d9ac2897f3,1,ok
389b9217b75ef34bf43993f1d04f763e,1,ok
