
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE mzn2feat {ok}
@DATA

a14c00732fcd60d2f8416079c6315cd5,1,ok
e3acebf7a8b1b7baee676b2504100871,1,ok
c1fde8776f334c859cdb281cb0bed488,1,ok
b55bae1f323148019db34cc9c08d6b4b,1,ok
61f5f3058b749cd913e33ba1bf9fcead,1,ok
c7380516182e520bfda807e4d9ed529d,1,ok
356667c28689cc2615ddddc6ad11e53e,1,ok
971e5d247ffd98140d5d9199460cd7b4,1,ok
9fea3b5fddf357019f10d5f61fc8a74b,1,ok
a6ff37b0cef2bdd5134de774a2ccfcdd,1,ok
8e69ece5afd42db3ce1e7ed475eaaf08,1,ok
05e1a93acf56766caa36729883ed69ed,1,ok
9c8685614d2fcc8ed75e3df0b278a590,1,ok
d77b1e8e85636e2a8e697f0467151b32,1,ok
099cc4db78f534b541e03b3d21476677,1,ok
964d1ae550e8b1567ec8e3803e14c5da,1,ok
947c519055ac35bb731937204fc0d266,1,ok
85c2d2f2fd6238e8bf0bbcfd97821631,1,ok
d8b978c6119710e61692eb0c8ed59509,1,ok
8dbc47c71dc08cbc8ffa4bf3b92aa057,1,ok
a1d4e09d3abf0a4eca987babbe1df4ca,1,ok
21ba7bf1bed51e1d4137a5d2b4095413,1,ok
62e2738034d51eb1ca2518ead10bb1b8,1,ok
f019c54ca541e1449e1424c6aa46d35e,1,ok
867c000858982af2c7444466a304af04,1,ok
a37d28d43d69aa0103e8f6c03a25328d,1,ok
d0bc402d6d4e2f421314981899e705da,1,ok
accc739b7443ee6f6c986b29106d30b2,1,ok
b366bbc99f4b12f6958260432db8f433,1,ok
d52ad8a9dee13cb147c0b0d6d29d8a1a,1,ok
45f3b2d841eff242a2cd183a0c58dc4d,1,ok
876c6467204e8ca8aabecbfbd3b45139,1,ok
9d8011d62fbdace0c9682b0a56eb9c1a,1,ok
f96e501784f98c21890b02a2712e89bd,1,ok
e132556b0d38151640e92d05691dbdbe,1,ok
7b5860221ac4bf880739e34b36b6d1fb,1,ok
