
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE mzn2feat {ok}
@DATA

35c724c17a6a8e4717d81180d36ace9d,1,ok
547165cdcf4fa975a11d9067e9dc0460,1,ok
4cfbe5528375b1ad7b40e8e91af9fb56,1,ok
297bcf9cffb6116f1503d032ea4c7613,1,ok
9745f4f37c4f77a3e60377cbed18bd18,1,ok
902a73664afc646dffa3e9777d36021f,1,ok
f0d0cdeec9e1db9f9d5af2ef253b5c57,1,ok
888de1d37b7b1b919842de5c6b4ba7f0,1,ok
32075429f9cb1383bafb12c991eaaa80,1,ok
bb743ae43e0036ed726d3bc411881bf3,1,ok
de407568941a3e293085cbc061fba64e,1,ok
87fecd096b3c78d0cdf2c45e1e66e0c3,1,ok
1ed0675a0dbd0d671edff01875d3e5e8,1,ok
f85402b36ec8de266b03e6dabd1e7ce8,1,ok
d462a22498c209bb5d014814cabe9e9f,1,ok
64597f5739c7ffa125895733deef9e6a,1,ok
d5a3e13b30249323d742449cd1fb8209,1,ok
c6f3b67359178cc4640ac45f0491fabc,1,ok
cec625b887bc4c05f37ed2bc66f9b20c,1,ok
6e3ddbf43ba0b55e405100dd0d3a9a53,1,ok
c6c12092a8da77cb54d5de6823e6e9f2,1,ok
b069a77721abe36e38c7c70bccbc3646,1,ok
86c0f0c9b9b58ce468ed3775044570cc,1,ok
d6be3ab047ffbbe5cf564b23ff1a13d2,1,ok
e59ffd58e5cf8e86373c8b322f5c0c74,1,ok
20b6b26c22030b30bba20a74714dc7c7,1,ok
0bc97938b97091572ffd6a1dcb020adf,1,ok
96f100aff4407454cf914c02a31630f8,1,ok
ed31c814176262232a77655fe462b223,1,ok
55b9fa00225f02a106d124f6e068bb2c,1,ok
3eb0f1752be861246735b1751fac2ca2,1,ok
9ff46fea4e6881b3419cd19ad7d74cd2,1,ok
0afe699cd1f4b500f577a099efc1b59d,1,ok
8fec2b52472a64c02424454602f357f6,1,ok
f8889e29baf8d8ddd2f37d74d899f050,1,ok
927e4370e7528a91bbadfc3f8d072320,1,ok
ec37c343442acafe7ff2e525952420e5,1,ok
69997623264487e6c0b69ef6da17d3bf,1,ok
12ec9e8af0cad0f6eb6bf2e159b18fc3,1,ok
33f0a1605e31708aec842b6dadec02d9,1,ok
6b4d7a809d1053dfb42a033f1b8a245c,1,ok
405c7f00a23730faabac66821c82c0d4,1,ok
d750b082205d5ec30468b7225e6cf7f2,1,ok
94d642290ebe3b3ee7a792f4274b48fc,1,ok
fa273594d149a9e63e070420b9d3a559,1,ok
f766e54502697e8e4db4a146e8acbf1b,1,ok
49b7e55dd18f35fee528296bfe0d4cea,1,ok
9edd07b350ae912338a167d44bc1faad,1,ok
45d3c8adcb9fcceefd84fa7f1bd14b8b,1,ok
cd2b8eb82f40843b1b1a5390cdd22023,1,ok
1c90fe4439e7e37e0f9c33ae9d75fa49,1,ok
3228e13e6edd80a86690967bd2a72be2,1,ok
ca9ae5e47e69db6de5b1add72e75d4c0,1,ok
d4d86dd9cd8c3403f006081350d8cf97,1,ok
49c258a61b1bffa991fd43367d3666d6,1,ok
122a6344fb77662346c6e822e9f25f6f,1,ok
f4b3adaabc48d4cc05f49ff5a99ec85c,1,ok
0285fe9a0028ebb95ccf6ff75575000f,1,ok
a786b06e60630e7dcc01cd742a41273d,1,ok
eadd536b900b9f7314426655371f9ced,1,ok
f308f4e3e03316637da7eb8c2ef1e851,1,ok
400f21ea7014fb91d733ce5624520293,1,ok
