Unnamed: 0,Instance,TotalTime,Satisfiable,Killed,conjure_RealTime,conjure_CPUTime,conjure_CPUUserTime,conjure_CPUSystemTime,conjure_CPUUsage,savilerow_RealTime,savilerow_CPUTime,savilerow_CPUUserTime,savilerow_CPUSystemTime,savilerow_CPUUsage,chuffed_RealTime,chuffed_CPUTime,chuffed_CPUUserTime,chuffed_CPUSystemTime,chuffed_CPUUsage,solver_satisfiable,solver_nodes,solver_failures,solver_restarts,solver_variables,solver_intVars,solver_boolVariables,solver_propagators,solver_propagations,solver_peakDepth,solver_nogoods,solver_backjumps,solver_peakMem,solver_time,solver_initTime,solver_solveTime,solver_objective,solver_baseMem,solver_trailMem,solver_randomSeed
608,7d096d1d796cf5697926dda0773da810.param,33.865026,True,False,0.468836,0.432965,0.354027,0.078938,92.3489,7.99499,17.062,16.4113,0.650741,213.409,25.4012,25.2439,25.1704,0.073524,99.3807,True,267027.0,32457.0,99.0,74203.0,8680.0,65521.0,1460.0,11856844.0,1154.0,32457.0,195298.0,0.0,25.36,0.391,24.969,-1.0,0.0,0.28,1618562023.0
609,eed0c4a912db92d531a1092ec8f6579f.param,182.650731,True,False,0.469931,0.387739,0.357635,0.030104,82.5098,151.303,164.542,161.917,2.62478,108.75,30.8778,30.7,29.86,0.839985,99.4242,True,85786.0,5798.0,25.0,370403.0,42400.0,328001.0,4104.0,5447335.0,5003.0,5798.0,41239.0,0.0,30.625,2.372,28.253,-1.0,0.0,1.41,1457301386.0
610,2376eb27d60973ac588d261b2892c304.param,11.556257,True,False,0.464317,0.430798,0.364764,0.066034,92.781,5.66961,15.0588,14.3923,0.666561,265.606,5.42233,5.38327,5.35542,0.027849,99.2797,True,109317.0,8154.0,31.0,63073.0,7378.0,55693.0,1250.0,2594165.0,693.0,8154.0,89730.0,0.0,5.369,0.192,5.177,-1.0,0.0,0.28,1724245322.0
611,d250513984e392bf2ba4687715926bb4.param,59.790425,True,False,0.488925,0.430661,0.362989,0.067672,88.0833,15.1167,25.9225,24.8086,1.11387,171.482,44.1848,43.902,43.7502,0.151829,99.36,True,478589.0,27216.0,86.0,123108.0,14355.0,108751.0,2239.0,11886097.0,1311.0,27216.0,393776.0,0.0,44.081,0.775,43.306,-1.0,0.0,0.42,716030871.0
612,8efeb8a83d7c724efebc5c39ad9c085f.param,39.702008,True,False,0.475908,0.410173,0.348001,0.062172,86.1874,18.6005,31.294,30.0917,1.20229,168.243,20.6256,20.5032,20.4367,0.066502,99.407,True,318860.0,9848.0,34.0,139667.0,16240.0,123425.0,2388.0,6036683.0,1350.0,9848.0,283735.0,0.0,20.531,0.524,20.007,-1.0,0.0,0.42,1618562023.0
613,8baaeecb179dee2e0d69895abe831186.param,114.915842,True,False,0.497042,0.43572,0.377273,0.058447,87.6626,57.8167,68.667,67.1644,1.50258,118.767,56.6021,56.2523,56.1409,0.111471,99.382,True,336699.0,10836.0,39.0,245528.0,28175.0,217351.0,2971.0,11845392.0,2281.0,10836.0,290573.0,0.0,56.474,1.117,55.357,-1.0,0.0,0.94,569459731.0
614,6c2ce0099ecc8f8abac687e60193743c.param,44.231191,True,False,0.499191,0.392799,0.347843,0.044956,78.6871,19.9306,30.8559,29.6956,1.16026,154.816,23.8014,23.6939,23.6124,0.081568,99.5484,True,408781.0,15626.0,59.0,135578.0,15725.0,119851.0,2197.0,9998222.0,1398.0,15626.0,360260.0,0.0,23.725,0.44,23.285,-1.0,0.0,0.42,81348047.0
615,bae0ede05272ca6993730ae9effc227f.param,207.682469,True,False,0.462469,0.407745,0.346506,0.061239,88.167,108.248,122.065,119.857,2.2077,112.764,98.972,98.4465,98.0564,0.390124,99.469,True,545675.0,10419.0,38.0,312653.0,35750.0,276901.0,3358.0,16152324.0,1467.0,10419.0,498603.0,0.0,98.757,1.262,97.495,-1.0,0.0,0.94,1618562023.0
616,bc971202f45722b48a21e2291d0d1015.param,114.731523,True,False,0.431723,0.382081,0.356134,0.025947,88.5014,50.2279,63.9607,62.3955,1.5652,127.341,64.0719,63.7045,63.5572,0.14723,99.4265,True,395885.0,15850.0,60.0,322902.0,36828.0,286072.0,5032.0,17212769.0,1869.0,15850.0,342453.0,0.0,63.796,1.152,62.644,-1.0,0.0,0.94,569459731.0
617,7a59e84daa964f8340bb587cc53bc0f2.param,150.426747,True,False,0.514947,0.458262,0.425902,0.03236,88.9921,69.6959,84.9079,83.1148,1.79312,121.826,80.2159,79.7583,79.3963,0.362074,99.4296,True,434550.0,5208.0,23.0,246183.0,28380.0,217801.0,3384.0,11660730.0,2355.0,5208.0,403951.0,0.0,80.069,1.659,78.41,-1.0,0.0,0.94,1457301386.0
618,c57342d78941c67e680a4c9c6e4cd7b2.param,31.550481999999995,True,False,0.483862,0.435507,0.412553,0.022954,90.0065,22.0936,32.3344,31.0818,1.2526,146.352,8.97302,8.9229,8.86511,0.05779,99.4415,True,21400.0,4800.0,22.0,175917.0,20358.0,155557.0,2686.0,3438952.0,1092.0,4800.0,437.0,0.0,8.868,0.551,8.317,-1.0,0.0,0.63,1618562023.0
619,3501d75f3dec38b28b4602392919754e.param,44.543053,True,False,0.500153,0.463596,0.395384,0.068212,92.6908,13.4925,25.9359,25.015,0.920843,192.225,30.5504,30.365,30.2893,0.075664,99.3932,True,264832.0,27250.0,86.0,114957.0,13230.0,101725.0,1558.0,10769564.0,1090.0,27250.0,200800.0,0.0,30.455,0.388,30.067,-1.0,0.0,0.42,364773034.0
620,425a7ad9f1e6d997793d384505e21ff8.param,24.647032,True,False,0.462832,0.402334,0.363098,0.039236,86.9287,15.5548,29.687,28.5731,1.11396,190.854,8.6294,8.91972,8.70767,0.212042,103.364,True,80654.0,6344.0,29.0,177419.0,20664.0,156753.0,6211.0,8215374.0,1664.0,6344.0,60705.0,0.0,8.847,0.996,7.851,-1.0,0.0,0.63,508299779.0
621,0a94151ff49d6867157172afec920b05.param,50.58232,True,False,0.49112,0.423906,0.352729,0.071177,86.3141,13.4487,27.0058,25.9801,1.02566,200.806,36.6425,36.4694,36.337,0.132317,99.5276,True,481142.0,25068.0,78.0,96333.0,11310.0,85021.0,2006.0,13001039.0,2220.0,25068.0,409406.0,0.0,36.58,0.367,36.213,-1.0,0.0,0.42,24629714.0
622,9e33061c4f5714ba72b451ee30b8ef50.param,123.81157,True,False,0.46907,0.424357,0.354732,0.069625,90.4677,62.2474,76.5399,74.9711,1.56879,122.961,61.0951,61.2472,61.126,0.121199,100.249,True,504359.0,6387.0,29.0,229333.0,26486.0,202845.0,3310.0,11133586.0,1848.0,6387.0,467878.0,0.0,61.433,0.952,60.481,-1.0,0.0,0.94,1909228284.0
623,05300ecf9295a14c657a651f902219f5.param,55.676737,True,False,0.408737,0.3735,0.356521,0.016979,91.3791,17.107,29.7205,28.6367,1.08383,173.733,38.161,37.989,37.9253,0.06364,99.5491,True,495998.0,24800.0,78.0,111303.0,13020.0,98281.0,2160.0,11300933.0,1495.0,24800.0,420072.0,0.0,38.113,0.356,37.757,-1.0,0.0,0.42,1457301386.0
624,cbb4cd843a4df00cdfede0bfa87c69e6.param,15.755097,True,False,0.529067,0.435773,0.368271,0.067502,82.3663,5.5699,14.6345,14.0225,0.611974,262.742,9.65613,9.60532,9.57349,0.031833,99.4739,True,164209.0,19429.0,63.0,61012.0,7163.0,53847.0,1291.0,5974114.0,505.0,19429.0,123990.0,0.0,9.608,0.191,9.417,-1.0,0.0,0.19,24629714.0
625,3c0b14c43e320f77071f1cb595a068c6.param,32.069199999999995,True,False,0.4458,0.423918,0.361494,0.062424,95.0915,13.4019,24.8969,23.8354,1.06143,185.771,18.2215,18.1145,18.0271,0.087469,99.413,True,222687.0,10146.0,35.0,114618.0,13365.0,101251.0,2089.0,6234534.0,1370.0,10146.0,189023.0,0.0,18.132,0.441,17.691,-1.0,0.0,0.42,364773034.0
626,a7d4cf0be4c910db147558ca99c83bb6.param,25.531768,True,False,0.476068,0.415793,0.365412,0.050381,87.339,11.6557,24.8116,23.986,0.825581,212.871,13.4,13.333,13.2842,0.048791,99.4995,True,212920.0,11159.0,39.0,114957.0,13230.0,101725.0,1558.0,4815817.0,1075.0,11159.0,181598.0,0.0,13.326,0.356,12.97,-1.0,0.0,0.42,569459731.0
627,413004d834e0bd52a592ede0cd2056a5.param,173.545794,True,False,0.536794,0.476181,0.414186,0.061995,88.7083,11.703,23.4218,22.4709,0.950856,200.136,161.306,160.367,160.212,0.15517,99.4177,True,759396.0,177058.0,422.0,99336.0,11880.0,87454.0,4360.0,139003561.0,1087.0,177058.0,413405.0,0.0,161.226,0.582,160.644,-1.0,0.0,0.42,1909228284.0
628,1d83775f4605e8b06dfbeb3d5ef6f2b8.param,9.090337,True,False,0.451027,0.377654,0.349544,0.02811,83.732,3.28322,14.3227,13.9148,0.407852,436.239,5.35609,5.31283,5.278,0.034827,99.1923,True,81287.0,39112.0,126.0,24791.0,3150.0,21639.0,2579.0,12779798.0,270.0,39112.0,26576.0,0.0,5.32,0.079,5.241,-1.0,0.0,0.12,1646195835.0
629,90b921a86d46772a013dbe42352c2e0d.param,110.255477,True,False,0.483877,0.4385,0.363922,0.074578,90.6222,72.8753,84.2617,82.4486,1.81309,115.624,36.8963,36.7073,36.3977,0.309554,99.4878,True,578863.0,4173.0,17.0,265170.0,30429.0,234739.0,3201.0,7500791.0,2466.0,4173.0,556838.0,0.0,36.713,1.1,35.613,-1.0,0.0,0.94,1618562023.0
630,35ac29dd1525bc9ca1847049b0b316e5.param,20.521431,True,False,0.439661,0.409456,0.350636,0.05882,93.13,9.79247,21.9108,21.146,0.764838,223.752,10.2893,10.2174,10.1746,0.042762,99.3012,True,122013.0,10482.0,38.0,101178.0,11685.0,89491.0,1505.0,4177161.0,1232.0,10482.0,94960.0,0.0,10.212,0.332,9.88,-1.0,0.0,0.42,569459731.0
631,ee49fc2fb125f3edb3021a144c45cd73.param,54.356253,True,False,0.462053,0.439736,0.411809,0.027927,95.17,10.7119,20.4309,19.5731,0.857755,190.73,43.1823,42.9047,42.8311,0.073638,99.3571,True,648139.0,44024.0,126.0,93122.0,10933.0,82187.0,1941.0,18437908.0,1400.0,44024.0,535636.0,0.0,43.059,0.288,42.771,-1.0,0.0,0.42,393115690.0
632,5dd2cc31486bf8fe5985bf50861cede3.param,180.398644,True,False,0.481924,0.406083,0.375018,0.031065,84.2629,9.55072,22.2857,21.5157,0.769946,233.34,170.366,169.485,169.253,0.231967,99.483,True,2085965.0,324349.0,702.0,89394.0,10530.0,78862.0,3130.0,132266300.0,1144.0,324349.0,1525287.0,0.0,170.255,0.315,169.94,-1.0,0.0,0.42,132362068.0
633,b388f1333d7e9c5ef077380757dcb33f.param,342.145819,True,False,0.878819,0.812094,0.740689,0.071405,92.4074,121.446,132.335,130.101,2.23368,108.966,219.821,218.604,218.374,0.22984,99.4466,True,1344468.0,25187.0,78.0,303810.0,34965.0,268843.0,3973.0,30364917.0,3026.0,25187.0,1221891.0,0.0,219.62,0.993,218.627,-1.0,0.0,0.94,750180309.0
634,ddb5f4c6ca32a8335993d9ab23b50f6c.param,43.765247,True,False,0.476347,0.418244,0.35734,0.060904,87.8024,17.2959,30.0828,28.8385,1.24426,173.93,25.993,25.8084,25.6961,0.112363,99.29,True,234057.0,15496.0,58.0,125232.0,14703.0,110527.0,2591.0,7810898.0,1489.0,15496.0,176289.0,0.0,25.898,0.458,25.44,-1.0,0.0,0.42,1909228284.0
635,39194ce5848978ffebb590d82bb0a1eb.param,318.380641,True,False,0.459641,0.429022,0.406833,0.022189,93.3385,110.632,124.445,122.051,2.39475,112.486,207.289,206.093,205.656,0.436367,99.423,True,1134707.0,23252.0,70.0,295599.0,34020.0,261577.0,3868.0,34131216.0,1687.0,23252.0,1031468.0,0.0,207.122,1.235,205.887,-1.0,0.0,0.94,1909228284.0
636,ed3f646464a2e6b344343c88f7873cf5.param,138.06309,True,False,0.45599,0.433362,0.409189,0.024173,95.0376,20.4861,32.3541,31.093,1.26105,157.932,117.121,116.532,116.37,0.162182,99.4973,True,1172364.0,53196.0,138.0,157719.0,18252.0,139465.0,2416.0,35464012.0,2021.0,53196.0,1021869.0,0.0,116.945,0.501,116.444,-1.0,0.0,0.63,19371032.0
637,b82524168356a0e70dc17d5f6ce2d161.param,49.624232,True,False,0.462732,0.415365,0.355205,0.06016,89.7636,10.854,23.5537,22.7534,0.800393,217.006,38.3075,37.9983,37.8939,0.104463,99.1928,True,508636.0,35203.0,111.0,114957.0,13230.0,101725.0,1558.0,15685043.0,1511.0,35203.0,424591.0,0.0,38.227,0.461,37.766,-1.0,0.0,0.42,24629714.0
638,c2dd8c2b442003dd844be71bce29bb07.param,18.528872,True,False,0.507202,0.409208,0.34823,0.060978,80.6795,5.11557,15.6309,15.083,0.547974,305.556,12.9061,12.8275,12.7848,0.042671,99.3914,True,66026.0,30559.0,95.0,41694.0,5184.0,36508.0,2854.0,16435958.0,422.0,30559.0,13972.0,0.0,12.871,0.227,12.644,-1.0,0.0,0.19,569459731.0
639,ef828214047ee04305b89c24eeecf653.param,308.65597,True,False,1.01597,0.917655,0.850736,0.066919,90.3233,159.499,172.494,169.712,2.78145,108.147,148.141,147.434,147.175,0.258637,99.5229,True,931334.0,11367.0,41.0,434890.0,50025.0,384863.0,8819.0,35496336.0,2412.0,11367.0,873349.0,0.0,147.892,1.54,146.352,-1.0,0.0,1.41,1618562023.0
640,eeac2e1c699a0f297a65535f5309fb6f.param,100.486368,True,False,0.422968,0.386732,0.350867,0.035865,91.4329,74.5554,88.9976,87.1979,1.79974,119.371,25.508,25.2804,24.9347,0.345666,99.1078,True,92442.0,4442.0,19.0,315213.0,35910.0,279301.0,2974.0,5208948.0,2925.0,4442.0,64419.0,0.0,25.183,1.244,23.939,-1.0,0.0,0.94,19371032.0
641,1a81b764daeb42e8f955d617f948edf5.param,28.242231,True,False,0.450031,0.404168,0.384227,0.019941,89.8089,15.863,28.2115,27.0976,1.11386,177.845,11.9292,11.8657,11.798,0.067705,99.4681,True,160598.0,6423.0,30.0,139521.0,16146.0,123373.0,2146.0,3887968.0,1389.0,6423.0,134172.0,0.0,11.849,0.56,11.289,-1.0,0.0,0.42,1724245322.0
642,511ce6b6dab4bd96601cdcb283f3e69a.param,131.80357,True,False,0.41767,0.379065,0.353391,0.025674,90.7571,82.289,96.7107,94.8839,1.82684,117.526,49.0969,48.8155,48.6931,0.122427,99.4268,True,315851.0,11669.0,43.0,269943.0,31020.0,238921.0,3392.0,12830797.0,2927.0,11669.0,264417.0,0.0,48.959,0.892,48.067,-1.0,0.0,0.94,569459731.0
643,ae54c1002cb1ec5f34a72288fecf961a.param,17.973083000000003,True,False,0.539243,0.44173,0.381979,0.059751,81.9167,9.58685,19.6463,18.876,0.77029,204.93,7.84699,7.79967,7.74403,0.055642,99.3969,True,128954.0,11407.0,42.0,104443.0,12040.0,92401.0,1484.0,3834541.0,1146.0,11407.0,99522.0,0.0,7.748,0.321,7.427,-1.0,0.0,0.42,1534100310.0
644,5acbf10cf04fca798123258d3063ed03.param,223.095534,True,False,0.521634,0.450087,0.391141,0.058946,86.284,90.5109,102.373,100.365,2.00715,113.105,132.063,131.391,131.23,0.16099,99.4909,True,1053735.0,16972.0,62.0,261103.0,30100.0,231001.0,3584.0,21915705.0,2555.0,16972.0,970210.0,0.0,131.883,1.425,130.458,-1.0,0.0,0.94,750180309.0
645,22419193868c36ab5d686902e57ea2f5.param,21.820743,True,False,0.463133,0.41831,0.389612,0.028698,90.3218,15.8345,27.9928,26.9252,1.06754,176.784,5.52311,5.49504,5.44226,0.052787,99.4919,True,25261.0,4748.0,21.0,123108.0,14355.0,108751.0,2239.0,2650165.0,924.0,4748.0,6178.0,0.0,5.461,0.381,5.08,-1.0,0.0,0.42,364773034.0
646,6bbe82e316581b26c8370cb1f293d0f6.param,166.98543099999998,True,False,0.481731,0.440687,0.378548,0.062139,91.4799,143.558,156.447,153.779,2.66872,108.979,22.9457,22.828,22.6419,0.186122,99.4869,True,57183.0,4170.0,17.0,390855.0,44604.0,346249.0,3896.0,3396161.0,3136.0,4170.0,28852.0,0.0,22.694,1.71,20.984,-1.0,0.0,1.41,1457301386.0
647,e1fea193aa4a9996c80feae0db8dbefd.param,78.563414,True,False,0.515864,0.414496,0.351603,0.062893,80.3499,71.4298,86.5708,84.7599,1.81085,121.197,6.61775,6.58047,6.44508,0.135396,99.4366,True,8448.0,1480.0,7.0,344321.0,39026.0,305293.0,2626.0,1021512.0,974.0,1480.0,904.0,0.0,6.433,1.475,4.958,-1.0,0.0,0.94,364773034.0
648,7751d2ea821d230f730941917f523480.param,25.732715,True,False,0.471165,0.425735,0.360172,0.065563,90.3579,19.1574,30.3237,29.0621,1.26154,158.287,6.10415,6.06951,6.01075,0.058763,99.4325,True,73723.0,3609.0,15.0,149299.0,17360.0,131937.0,2548.0,2585676.0,1010.0,3609.0,60067.0,0.0,6.022,0.462,5.56,-1.0,0.0,0.63,626340417.0
649,90042b6331700d39b9319932a461ae77.param,40.220438,True,False,0.501038,0.425179,0.366192,0.058987,84.8596,19.9124,31.6023,30.3468,1.25549,158.706,19.807,19.7063,19.603,0.103304,99.4917,True,242449.0,7946.0,30.0,176820.0,20520.0,156298.0,4564.0,8346457.0,1330.0,7946.0,218594.0,0.0,19.704,1.117,18.587,-1.0,0.0,0.63,508299779.0
650,1c52424a2ddf63e3408bba77bed994b2.param,135.630851,True,False,0.611551,0.530052,0.463354,0.066698,86.6734,115.499,127.87,125.48,2.38977,110.711,19.5203,19.4325,19.2992,0.13335,99.5503,True,220819.0,4730.0,21.0,335678.0,38425.0,297251.0,3729.0,4532661.0,1850.0,4730.0,192286.0,0.0,19.273,1.104,18.169,-1.0,0.0,1.41,716030871.0
651,48dad8afb2e91a2b9458598848651f54.param,111.093429,True,False,0.472029,0.403122,0.350154,0.052968,85.402,60.204,73.931,72.4166,1.51437,122.801,50.4174,50.1482,49.8428,0.305385,99.466,True,180707.0,12218.0,46.0,238723.0,27520.0,211201.0,3284.0,10661433.0,1654.0,12218.0,123355.0,0.0,50.245,1.388,48.857,-1.0,0.0,0.94,1618562023.0
652,89017281209f1764c0024687374751f7.param,149.806106,True,False,0.453306,0.409215,0.354757,0.054458,90.2734,97.699,111.985,109.758,2.22704,114.622,51.6538,51.4338,51.2984,0.135417,99.5742,True,170590.0,11308.0,41.0,263058.0,30381.0,232675.0,3785.0,9603684.0,1904.0,11308.0,113375.0,0.0,51.501,0.859,50.642,-1.0,0.0,0.94,508299779.0
653,afa350192002bd02e4e2c6c897e45174.param,16.781762999999998,True,False,0.467633,0.39961,0.344921,0.054689,85.4538,7.27202,16.157,15.4824,0.674529,222.18,9.04211,8.96757,8.92288,0.044693,99.1757,True,83011.0,11604.0,43.0,61763.0,7360.0,54401.0,1644.0,4363444.0,775.0,11604.0,54281.0,0.0,8.963,0.187,8.776,-1.0,0.0,0.28,364773034.0
654,ba281ec2fb7eec97920c224998b38f46.param,59.222587,True,False,0.773387,0.723609,0.663806,0.059803,93.5637,32.7166,44.2068,42.8948,1.312,135.12,25.7326,25.6115,25.4541,0.157348,99.5291,True,193665.0,14003.0,51.0,186503.0,21500.0,165001.0,2584.0,7823270.0,1901.0,14003.0,139653.0,0.0,25.627,0.753,24.874,-1.0,0.0,0.63,1444739013.0
655,05a816bad1c40e5b07fe0eb3d68ec892.param,115.057833,True,False,0.472733,0.413212,0.351253,0.061959,87.4092,59.4259,73.0222,71.425,1.59719,122.879,55.1592,54.7887,54.6257,0.16299,99.3282,True,536222.0,10293.0,36.0,224445.0,25974.0,198469.0,3406.0,9613839.0,1900.0,10293.0,485686.0,0.0,54.972,0.851,54.121,-1.0,0.0,0.94,1909228284.0
656,cc40cf67c404dc3a8ff4903bb5d58b04.param,108.445699,True,False,0.492799,0.429883,0.371734,0.058149,87.2329,47.8487,60.5685,59.1313,1.43725,126.584,60.1042,59.8156,59.716,0.09955,99.5199,True,470405.0,14464.0,54.0,183011.0,21280.0,161729.0,3108.0,13868432.0,2056.0,14464.0,405244.0,0.0,59.98,1.029,58.951,-1.0,0.0,0.63,750180309.0
657,e7354932ac79132f89155c0f5011c1d9.param,217.58078,True,False,0.61308,0.582931,0.525323,0.057608,95.0824,152.131,165.116,162.373,2.74263,108.536,64.8367,64.5737,64.4015,0.172137,99.5943,True,341827.0,11823.0,44.0,328443.0,37800.0,290641.0,4288.0,13444520.0,2160.0,11823.0,275585.0,0.0,64.665,1.093,63.572,-1.0,0.0,0.94,508299779.0
658,1781abd845a102b42a52f4a2e07eb600.param,24.829284,True,False,0.427484,0.37481,0.358013,0.016797,87.6782,14.3292,24.7892,23.6973,1.09191,172.998,10.0726,10.0143,9.95665,0.0577,99.4222,True,91562.0,4823.0,22.0,115599.0,13572.0,102025.0,2396.0,3587205.0,1560.0,4823.0,70666.0,0.0,10.001,0.408,9.593,-1.0,0.0,0.42,1909228284.0
659,d4699fc295bd3d4a0ea6365a13ebdb06.param,55.471912,True,False,0.430112,0.385656,0.357924,0.027732,89.6641,14.3587,27.4129,26.4581,0.95479,190.915,40.6831,40.463,40.3904,0.072598,99.4588,True,662284.0,36405.0,115.0,109191.0,12636.0,96553.0,1696.0,15029399.0,1227.0,36405.0,569920.0,0.0,40.606,0.351,40.255,-1.0,0.0,0.42,569459731.0
660,2f58f1ad9346956d9c804160c2d0586e.param,28.94328,True,False,0.61602,0.564753,0.544735,0.020018,91.6777,9.56226,20.9599,20.1545,0.805425,219.194,18.765,18.6042,18.4968,0.107446,99.1431,True,284932.0,32658.0,100.0,94360.0,11115.0,83243.0,3299.0,17719665.0,689.0,32658.0,215598.0,0.0,18.695,0.328,18.367,-1.0,0.0,0.42,569459731.0
661,116b44837f5caddbcccd8778f170abf2.param,82.74546099999999,True,False,0.631561,0.560424,0.477634,0.08279,88.7363,50.147,63.0192,61.5248,1.49441,125.669,31.9669,31.7343,31.6209,0.113412,99.2724,True,325550.0,5615.0,24.0,202353.0,23370.0,178981.0,2930.0,6843398.0,1806.0,5615.0,298648.0,0.0,31.855,0.99,30.865,-1.0,0.0,0.63,1618562023.0
662,6c4508ea87cceaaa10d1b83408d834b7.param,16.442005,True,False,0.476355,0.439343,0.354719,0.084624,92.2301,9.47705,20.4118,19.7358,0.675963,215.381,6.4886,6.45632,6.4066,0.049719,99.5025,True,82259.0,10012.0,35.0,83489.0,9802.0,73685.0,1746.0,3227669.0,894.0,10012.0,53219.0,0.0,6.442,0.262,6.18,-1.0,0.0,0.28,24629714.0
663,0caa7277c4251229c6473b1284e79a82.param,16.396105,True,False,0.763085,0.70776,0.684926,0.022834,92.7498,8.26407,18.9089,18.1877,0.721137,228.808,7.36895,7.33877,7.29205,0.046713,99.5904,True,146104.0,12287.0,46.0,67312.0,7975.0,59335.0,1643.0,3946683.0,1023.0,12287.0,111245.0,0.0,7.331,0.2,7.131,-1.0,0.0,0.28,19371032.0
664,2784334ca6c72c7dcfc3b0ea358c97be.param,267.84603400000003,True,False,0.575064,0.508725,0.453062,0.055663,88.4641,8.67997,20.9949,20.2301,0.764806,241.877,258.591,257.069,256.87,0.198781,99.4115,True,2924445.0,435439.0,943.0,89507.0,10692.0,78813.0,4859.0,289018023.0,972.0,435439.0,2094035.0,0.0,258.504,0.481,258.023,-1.0,0.0,0.42,24629714.0
665,e398466d4c2b4e1e97df837910733f9e.param,372.369154,True,False,0.550154,0.478083,0.397343,0.08074,86.8999,135.113,150.704,148.393,2.31165,111.539,236.706,235.363,235.088,0.275378,99.4326,True,898139.0,56953.0,153.0,372363.0,42456.0,329905.0,3600.0,58089902.0,3023.0,56953.0,675724.0,0.0,236.439,2.152,234.287,-1.0,0.0,1.41,132362068.0
666,4b8cd31ea0c3c467ba283f1c4c684380.param,183.443509,True,False,0.535409,0.50456,0.423972,0.080588,94.2382,65.2901,77.0434,75.3091,1.73428,118.002,117.618,116.892,116.667,0.224941,99.3828,True,956024.0,28292.0,90.0,265170.0,30429.0,234739.0,3201.0,26706172.0,2833.0,28292.0,841903.0,0.0,117.388,0.896,116.492,-1.0,0.0,0.94,1618562023.0
667,f6be6911a34697e5dab2bbe7735d23ad.param,40.96193,True,False,0.67893,0.60929,0.53965,0.06964,89.7427,17.1007,27.9682,26.901,1.06722,163.551,23.1823,23.0448,22.9453,0.099509,99.4066,True,264512.0,10951.0,39.0,147318.0,16905.0,130411.0,1821.0,4824306.0,1329.0,10951.0,231096.0,0.0,23.076,0.796,22.28,-1.0,0.0,0.42,1618562023.0
668,6a741f560f49fc46ea0645f24e7288dc.param,33.353311000000005,True,False,0.471611,0.408373,0.343091,0.065282,86.5911,18.2249,32.5097,31.3267,1.18307,178.381,14.6568,14.5569,14.3997,0.157197,99.318,True,151753.0,10399.0,37.0,157139.0,18032.0,139105.0,1936.0,3884906.0,1554.0,10399.0,118719.0,0.0,14.565,0.636,13.929,-1.0,0.0,0.63,1909228284.0
669,01a01ecbbdabd36c4f96dc2b3e2b101b.param,265.62866,True,False,1.07186,1.04119,1.00067,0.040519,97.1388,67.1218,82.122,80.3091,1.81293,122.348,197.435,196.367,196.008,0.359023,99.4592,True,1209081.0,38020.0,123.0,246183.0,28380.0,217801.0,3384.0,41789076.0,2625.0,38020.0,1066327.0,0.0,197.248,0.967,196.281,-1.0,0.0,0.94,508299779.0
670,1ff6da2923ca212eb9fef5d97db84b21.param,216.47386,True,False,0.45186,0.408298,0.349326,0.058972,90.3594,108.151,122.66,120.265,2.39468,113.416,107.871,107.266,106.796,0.469987,99.4395,True,638822.0,13729.0,49.0,298403.0,34400.0,264001.0,4084.0,19114942.0,3764.0,13729.0,571959.0,0.0,107.718,1.368,106.35,-1.0,0.0,0.94,508299779.0
671,7adcb49b8f444e1c3055af9bfd1cd5b6.param,24.36859,True,False,0.41676,0.363505,0.346519,0.016986,87.2216,17.086,27.1882,26.0196,1.16853,159.125,6.86583,6.82812,6.76836,0.059757,99.4508,True,57218.0,3323.0,15.0,135843.0,15840.0,120001.0,2464.0,2116368.0,1113.0,3323.0,42431.0,0.0,6.785,0.427,6.358,-1.0,0.0,0.42,81348047.0
672,696ef3996bfed68022a0da404f42ca0d.param,79.853421,True,False,0.395021,0.360433,0.344999,0.015434,91.244,66.7131,82.996,81.2588,1.73721,124.407,12.7453,12.6733,12.5807,0.092548,99.435,True,24185.0,1878.0,10.0,222346.0,25789.0,196555.0,3557.0,3733239.0,1896.0,1878.0,9140.0,0.0,12.611,0.798,11.813,-1.0,0.0,0.94,19371032.0
673,647b5391dcfed5d36f7448bac184cc62.param,29.974983,True,False,0.489153,0.41365,0.345464,0.068186,84.5645,9.55163,19.5153,18.7477,0.767637,204.314,19.9342,19.8176,19.7718,0.045801,99.4152,True,248278.0,19200.0,63.0,84903.0,9900.0,75001.0,1564.0,8839524.0,1040.0,19200.0,197631.0,0.0,19.878,0.269,19.609,-1.0,0.0,0.28,750180309.0
674,98d8b88c433b61bb6543d78e2244619e.param,71.05484400000002,True,False,0.526514,0.412002,0.352045,0.059957,78.2509,64.6149,76.7771,75.1846,1.59245,118.823,5.91343,5.90404,5.82434,0.079706,99.8413,True,24959.0,1387.0,7.0,229333.0,26486.0,202845.0,3310.0,1209739.0,1498.0,1387.0,15829.0,0.0,5.803,0.765,5.038,-1.0,0.0,0.94,750180309.0
675,bed0e7f14fd9ab5cd1d8954bcb227845.param,87.34252599999999,True,False,0.475356,0.394488,0.373958,0.02053,82.9879,8.28557,19.6824,18.9429,0.739422,237.55,78.5816,78.0877,77.8804,0.207281,99.3715,True,1003072.0,170007.0,399.0,75256.0,9000.0,66254.0,3320.0,71463986.0,1103.0,170007.0,696720.0,0.0,78.516,0.24,78.276,-1.0,0.0,0.28,1618562023.0
