Unnamed: 0,Instance,TotalTime,Satisfiable,Killed,conjure_RealTime,conjure_CPUTime,conjure_CPUUserTime,conjure_CPUSystemTime,conjure_CPUUsage,savilerow_RealTime,savilerow_CPUTime,savilerow_CPUUserTime,savilerow_CPUSystemTime,savilerow_CPUUsage,chuffed_RealTime,chuffed_CPUTime,chuffed_CPUUserTime,chuffed_CPUSystemTime,chuffed_CPUUsage,solver_satisfiable,solver_nodes,solver_failures,solver_restarts,solver_variables,solver_intVars,solver_boolVariables,solver_propagators,solver_propagations,solver_peakDepth,solver_nogoods,solver_backjumps,solver_peakMem,solver_time,solver_initTime,solver_solveTime,solver_objective,solver_baseMem,solver_trailMem,solver_randomSeed
346,5387196acdca40a98c4823cadfd77210.param,31.998686000000003,True,False,0.494786,0.439883,0.356608,0.083275,88.9037,17.9066,30.0082,28.882,1.12625,167.582,13.5973,13.5527,13.489,0.063686,99.6721,True,168648.0,8116.0,31.0,149203.0,17200.0,132001.0,2084.0,4183279.0,1524.0,8116.0,141182.0,0.0,13.527,0.49,13.037,-1.0,0.0,0.63,19371032.0
347,cc361a15f14ad8b369334a4f5d140db3.param,63.486083,True,False,0.485983,0.440173,0.353604,0.086569,90.5737,11.198,21.7365,20.8278,0.90871,194.111,51.8021,51.5424,51.4388,0.103572,99.4987,True,553729.0,52423.0,135.0,119363.0,13760.0,105601.0,1684.0,20712211.0,1518.0,52423.0,431724.0,0.0,51.652,0.371,51.281,-1.0,0.0,0.42,750180309.0
348,48bca907bead3dc63593606fa7090c6d.param,914.856691,True,False,0.73168,0.689428,0.666553,0.022875,94.2254,914.109,912.666,909.935,2.73118,99.8422,0.016011,0.00882,0.001971,0.006849,55.087,True,,,,,,,,,,,,,,,,,,,
349,e8783c1ef21bc46b5185102289b5d451.param,161.52965400000002,True,False,0.920104,0.769088,0.689406,0.079682,83.5871,151.525,169.4,166.826,2.57459,111.797,9.08455,9.03772,8.85867,0.179045,99.4844,True,10737.0,829.0,6.0,377247.0,43092.0,334153.0,3892.0,1337648.0,1458.0,829.0,435.0,0.0,8.799,2.061,6.738,-1.0,0.0,1.41,393115690.0
350,e7fd6e35f1c609cf2e471accbeb88c5d.param,66.054452,True,False,0.506352,0.412565,0.350676,0.061889,81.4779,49.728,61.7564,60.2863,1.47013,124.188,15.8201,15.7144,15.5982,0.116275,99.3322,True,43888.0,4533.0,19.0,195231.0,22644.0,172585.0,3132.0,3124186.0,1152.0,4533.0,22448.0,0.0,15.66,1.049,14.611,-1.0,0.0,0.63,508299779.0
351,1531bf3b9b67ab21e8a23f57dd3901af.param,220.526473,True,False,0.466983,0.422814,0.383257,0.039557,90.5416,7.42849,18.8199,18.1767,0.643121,253.347,212.631,211.341,211.126,0.21538,99.3937,True,1716859.0,396895.0,847.0,72246.0,8640.0,63604.0,3190.0,168590938.0,993.0,396895.0,1063817.0,0.0,212.549,0.296,212.253,-1.0,0.0,0.28,132362068.0
352,ec1bbfe1d12cd3259f1b229e637969a8.param,81.60946899999999,True,False,0.483669,0.433855,0.379444,0.054411,89.7008,17.7528,30.1584,28.8916,1.26674,169.88,63.373,63.021,62.9247,0.096302,99.4445,True,419326.0,32348.0,98.0,135843.0,15840.0,120001.0,2464.0,16175578.0,1380.0,32348.0,322817.0,0.0,63.255,0.477,62.778,-1.0,0.0,0.42,19371032.0
353,305e690c20afcb37b1b1a14829ee7d4f.param,239.447839,True,False,0.540839,0.488419,0.413008,0.075411,90.3076,187.214,200.091,197.479,2.61219,106.878,51.693,51.3691,51.1967,0.172417,99.3734,True,497172.0,3406.0,15.0,416703.0,47700.0,369001.0,4604.0,6798787.0,3397.0,3406.0,467374.0,0.0,51.331,1.385,49.946,-1.0,0.0,1.41,716030871.0
354,94a204960df81b12e4cc2d82967b216d.param,318.924214,True,False,0.593614,0.48291,0.429754,0.053156,81.3508,241.92,255.349,252.548,2.80047,105.551,76.4106,76.0003,75.8011,0.19924,99.463,True,267024.0,4233.0,18.0,395915.0,45496.0,350417.0,4932.0,9878126.0,2901.0,4233.0,234862.0,0.0,76.189,2.211,73.978,-1.0,0.0,1.41,508299779.0
355,9ba177a4ab3f8986a149405956a3892b.param,61.052776,True,False,0.685986,0.619621,0.54237,0.077251,90.3256,5.46019,15.3544,14.739,0.615405,281.206,54.9066,54.6249,54.4916,0.13329,99.487,True,425051.0,117787.0,270.0,49406.0,6000.0,43404.0,2658.0,44884871.0,688.0,117787.0,237577.0,0.0,54.85,0.219,54.631,-1.0,0.0,0.19,508299779.0
356,d7fabe4d32d96e0d2f041657db368607.param,195.119479,True,False,0.622979,0.502561,0.441083,0.061478,80.6706,148.58,159.747,157.345,2.40118,107.515,45.9165,45.6663,45.5071,0.159253,99.4551,True,547033.0,9686.0,32.0,343738.0,39445.0,304291.0,4121.0,11063012.0,3161.0,9686.0,495060.0,0.0,45.719,1.723,43.996,-1.0,0.0,1.41,1474081920.0
357,f41e100e06458cebe5827387a991d2b4.param,172.029631,True,False,0.416591,0.375622,0.353896,0.021726,90.1657,9.21504,20.529,19.7506,0.77847,222.777,162.398,161.455,161.267,0.188178,99.4196,True,1868121.0,206294.0,510.0,125626.0,14520.0,111104.0,2990.0,81797473.0,1192.0,206294.0,1407027.0,0.0,162.304,0.705,161.599,-1.0,0.0,0.42,1457301386.0
358,d812f3633a71fd3abcbf743ad926e642.param,82.312635,True,False,0.500335,0.431405,0.357367,0.074038,86.2232,55.8682,68.4712,67.0244,1.44682,122.559,25.9441,25.8049,25.7184,0.086486,99.4637,True,29396.0,5822.0,26.0,192643.0,22400.0,170241.0,3268.0,5895193.0,1256.0,5822.0,635.0,0.0,25.793,0.627,25.166,-1.0,0.0,0.63,1474081920.0
359,2aae9c6fbc303fb639f7a77643710026.param,51.58251,True,False,0.46801,0.416875,0.346307,0.070568,89.074,23.1993,36.3629,34.9847,1.37816,156.742,27.9152,27.75,27.6555,0.09454,99.4081,True,210835.0,13795.0,49.0,200934.0,23184.0,177748.0,4504.0,12057081.0,1262.0,13795.0,168913.0,0.0,27.796,1.158,26.638,-1.0,0.0,0.63,508299779.0
360,db6c8e36ddc78ca2517280b1ff4da89f.param,45.888919,True,False,0.463619,0.400845,0.349018,0.051827,86.46,23.2482,36.5929,35.2937,1.29924,157.401,22.1771,22.0418,21.8232,0.218562,99.3898,True,179885.0,9834.0,34.0,161883.0,18696.0,143185.0,2360.0,5920995.0,1250.0,9834.0,146844.0,0.0,22.023,0.93,21.093,-1.0,0.0,0.63,19371032.0
361,38e19bfb32f55a58d740bf48f148fceb.param,25.475505,True,False,0.393695,0.364209,0.346376,0.017833,92.5104,4.92801,16.9978,16.4679,0.529958,344.923,20.1538,20.0474,19.9827,0.0647,99.4718,True,200505.0,87326.0,241.0,46795.0,5712.0,41081.0,3347.0,40352904.0,476.0,87326.0,69120.0,0.0,20.106,0.161,19.945,-1.0,0.0,0.28,508299779.0
362,643983e59d78db402c1ac12ac4d4bbeb.param,30.081591,True,False,0.491981,0.41318,0.358161,0.055019,83.9829,20.1544,33.5277,32.253,1.27476,166.354,9.43521,9.38044,9.33364,0.046801,99.4195,True,118931.0,6035.0,27.0,156012.0,17955.0,138055.0,2083.0,3163967.0,1430.0,6035.0,96061.0,0.0,9.346,0.508,8.838,-1.0,0.0,0.63,1618562023.0
363,c0184aba24f43d219e1669ac3793a12a.param,244.995323,True,False,0.478723,0.409659,0.352078,0.057581,85.5733,21.9396,34.1351,32.8891,1.24601,155.587,222.577,221.227,220.957,0.270679,99.3934,True,1932902.0,81808.0,223.0,179043.0,20640.0,158401.0,2484.0,54117514.0,2705.0,81808.0,1690332.0,0.0,222.434,0.899,221.535,-1.0,0.0,0.63,1534100310.0
364,6cb4b02c430deed10398fb29fea02b90.param,87.278559,True,False,0.862959,0.80275,0.752472,0.050278,93.023,59.9076,75.1466,73.6466,1.49995,125.437,26.508,26.427,26.3036,0.12335,99.6942,True,338181.0,9804.0,34.0,206077.0,23902.0,182173.0,3302.0,6280520.0,2014.0,9804.0,294697.0,0.0,26.436,0.666,25.77,-1.0,0.0,0.63,750180309.0
365,3b784a9188473977e8e0ba95d76ad4b6.param,33.15461,True,False,0.50251,0.437633,0.411355,0.026278,87.0894,5.3644,16.295,15.6867,0.608332,303.762,27.2877,27.1485,27.0689,0.079665,99.4899,True,384894.0,73954.0,194.0,54258.0,6534.0,47722.0,2638.0,32921711.0,693.0,73954.0,259527.0,0.0,27.234,0.176,27.058,-1.0,0.0,0.28,24629714.0
366,c11a63e37ba04dd98506a2d6f1b4e01d.param,100.973543,True,False,0.623543,0.53546,0.472078,0.063382,85.8738,23.2515,36.3921,35.1073,1.28486,156.515,77.0985,76.7006,76.5802,0.120335,99.4839,True,539231.0,35228.0,111.0,137403.0,16200.0,121201.0,3052.0,32999558.0,1726.0,35228.0,416417.0,0.0,76.964,0.67,76.294,-1.0,0.0,0.63,364773034.0
367,248c5a8d070f475cbf6a03b91fc245af.param,8.86138,True,False,0.45231,0.414671,0.351014,0.063657,91.6785,3.24986,14.4217,13.932,0.489617,443.762,5.15921,5.11513,5.07829,0.036842,99.1456,True,97765.0,29291.0,94.0,33598.0,4080.0,29516.0,1826.0,8493837.0,523.0,29291.0,50892.0,0.0,5.114,0.173,4.941,-1.0,0.0,0.19,1646195835.0
368,c08f374a397e287acbd45393fc9cc735.param,116.20189,True,False,0.49262,0.456151,0.361602,0.094549,92.5969,6.61827,19.8237,19.1005,0.72328,299.53,109.091,108.511,108.368,0.142227,99.4675,True,1262213.0,263732.0,542.0,64950.0,7722.0,57226.0,2650.0,112651372.0,876.0,263732.0,844270.0,0.0,109.028,0.397,108.631,-1.0,0.0,0.28,81348047.0
369,dfb026078a3838f223d376b8a5991752.param,23.774173,True,False,0.455273,0.418009,0.398109,0.0199,91.815,11.2388,23.4709,22.5446,0.926307,208.837,12.0801,12.0226,11.9589,0.063714,99.5239,True,101970.0,12058.0,46.0,85880.0,10175.0,75703.0,2083.0,5781783.0,962.0,12058.0,64593.0,0.0,12.032,0.284,11.748,-1.0,0.0,0.28,716030871.0
370,e43d6ef961db922806b5fe19ae6188b4.param,66.075332,True,False,0.536132,0.432296,0.348899,0.083397,80.6324,10.5852,23.087,22.3527,0.734289,218.106,54.954,54.6683,54.5758,0.092467,99.4801,True,610769.0,84360.0,230.0,67190.0,8160.0,59028.0,3594.0,58691907.0,1134.0,84360.0,451038.0,0.0,54.892,0.255,54.637,-1.0,0.0,0.28,508299779.0
371,477e6f830bb215c77d71d1fbaba1d0cc.param,117.023825,True,False,0.486625,0.41776,0.350265,0.067495,85.8484,86.692,99.6872,97.8632,1.82401,114.99,29.8452,29.6792,29.5399,0.139327,99.4439,True,163164.0,6392.0,29.0,262755.0,30240.0,232513.0,3448.0,8093937.0,2488.0,6392.0,128334.0,0.0,29.693,0.879,28.814,-1.0,0.0,0.94,1618562023.0
372,0b63c954796a520d45eb0d0f7036f20a.param,111.333148,True,False,0.427148,0.381395,0.351601,0.029794,89.2887,23.3561,34.7079,33.4179,1.29,148.603,87.5499,87.1187,87.0102,0.108452,99.5075,True,758757.0,23696.0,71.0,168563.0,19600.0,148961.0,2868.0,16942091.0,1891.0,23696.0,674069.0,0.0,87.434,0.603,86.831,-1.0,0.0,0.63,1618562023.0
373,600043e8d5cc02b01678ff18a28929fa.param,114.886919,True,False,0.457519,0.40126,0.348771,0.052489,87.7035,15.4541,25.7427,24.7141,1.02858,166.575,98.9753,98.5278,98.323,0.204816,99.5479,True,977592.0,74904.0,199.0,141743.0,16340.0,125401.0,1984.0,35139598.0,1673.0,74904.0,787157.0,0.0,98.88,0.558,98.322,-1.0,0.0,0.42,132362068.0
374,b509eee2a7939949d670815d1a7b94d0.param,39.433293,True,False,0.498793,0.435397,0.414423,0.020974,87.2901,21.3495,35.515,34.162,1.35305,166.351,17.585,17.4716,17.402,0.069561,99.3548,True,48306.0,8557.0,31.0,154115.0,17920.0,136193.0,2628.0,5686502.0,1062.0,8557.0,17659.0,0.0,17.496,0.563,16.933,-1.0,0.0,0.63,81348047.0
375,0b4231130835fcbe6adf0f538508e1ee.param,240.473256,True,False,0.440156,0.378639,0.358252,0.020387,86.0238,152.267,166.612,164.251,2.36048,109.421,87.7661,87.3165,86.8862,0.430285,99.4877,True,363634.0,24268.0,74.0,376866.0,43560.0,333304.0,8710.0,49702979.0,2402.0,24268.0,269545.0,0.0,87.55,1.546,86.004,-1.0,0.0,1.41,1457301386.0
376,d4a6cb5dadec5b3a7b1244bc561c3f0e.param,910.30874696,True,False,0.534732,0.476959,0.392842,0.084117,89.1959,909.765,908.404,905.875,2.52934,99.8505,0.00901496,0.008775,0.002197,0.006578,97.3382,True,,,,,,,,,,,,,,,,,,,
377,3c1cd28b644b84020c711646f59f556a.param,44.547773,True,False,0.444273,0.400843,0.372969,0.027874,90.2245,21.1645,32.4081,31.1402,1.26787,153.125,22.939,22.7818,22.6873,0.094503,99.3151,True,42717.0,10171.0,35.0,175373.0,20254.0,155117.0,2550.0,8869130.0,952.0,10171.0,11023.0,0.0,22.838,0.759,22.079,-1.0,0.0,0.63,1909228284.0
378,58880fbbd53e08f947dde1fcf2bdb934.param,35.317152,True,False,0.518152,0.464686,0.414851,0.049835,89.6814,10.7003,20.8233,19.9238,0.899471,194.604,24.0987,23.8903,23.8248,0.065511,99.1354,True,221965.0,24504.0,75.0,90687.0,10692.0,79993.0,2032.0,12513063.0,1201.0,24504.0,160375.0,0.0,23.98,0.29,23.69,-1.0,0.0,0.28,1457301386.0
379,4f851fe0655e7126625c18bfa766729c.param,25.84865,True,False,0.49145,0.404272,0.344724,0.059548,82.2611,13.9621,26.0091,24.9526,1.05647,186.284,11.3951,11.2838,11.2341,0.049782,99.0233,True,158040.0,6431.0,30.0,111303.0,13020.0,98281.0,2160.0,3531452.0,1371.0,6431.0,131721.0,0.0,11.289,0.345,10.944,-1.0,0.0,0.42,364773034.0
380,3404fc4809bc7fac83de3beb7ee289a3.param,114.422318,True,False,0.557818,0.455273,0.406205,0.049068,81.6168,21.4585,32.4581,31.2193,1.23881,151.26,92.406,91.882,91.6985,0.183418,99.4329,True,975529.0,27201.0,86.0,196423.0,22540.0,173881.0,2396.0,22685248.0,3070.0,27201.0,876850.0,0.0,92.275,0.642,91.633,-1.0,0.0,0.63,393115690.0
381,2bc21bfb677cd59160bdc201b5f05a77.param,11.635911,True,False,0.803471,0.759349,0.74387,0.015479,94.5086,3.67658,14.3043,13.8068,0.49747,389.065,7.15586,7.09464,7.05388,0.040766,99.1445,True,129951.0,26839.0,83.0,33078.0,3969.0,29107.0,985.0,4531668.0,435.0,26839.0,81897.0,0.0,7.124,0.17,6.954,-1.0,0.0,0.12,1724245322.0
382,6923e0d7d0eb3ce4981f0fccfe372244.param,26.775966,True,False,0.520986,0.481964,0.426943,0.055021,92.51,17.0092,28.9003,27.825,1.07527,169.91,9.24578,9.18023,9.10856,0.071676,99.2911,True,190077.0,5811.0,26.0,139590.0,16065.0,123523.0,1873.0,3064227.0,1735.0,5811.0,168759.0,0.0,9.149,0.457,8.692,-1.0,0.0,0.42,1457301386.0
383,82b6bc5c3a30bfad8ca29618b003030d.param,34.513959,True,False,0.527959,0.462938,0.374648,0.08829,87.6845,18.2932,29.9775,28.7871,1.19039,163.872,15.6928,15.58,15.4686,0.111326,99.2808,True,294670.0,7762.0,30.0,134851.0,15680.0,119169.0,2308.0,5014419.0,1725.0,7762.0,266093.0,0.0,15.592,0.512,15.08,-1.0,0.0,0.42,626340417.0
384,2a8c2aee1372d6bb2dbb41d762afaeec.param,37.413185,True,False,0.512125,0.48037,0.468916,0.011454,93.7994,9.66136,20.5091,19.7118,0.797222,212.279,27.2397,27.0509,26.9555,0.095406,99.3069,True,257420.0,38268.0,124.0,111126.0,12960.0,98164.0,3226.0,23405891.0,675.0,38268.0,178235.0,0.0,27.149,0.505,26.644,-1.0,0.0,0.42,1618562023.0
385,2087da1d12144620e86776e6e6b60a03.param,133.03422999999998,True,False,0.55573,0.486924,0.418801,0.068123,87.6188,88.2525,106.719,104.837,1.88198,120.925,44.226,43.9059,43.7448,0.161184,99.2763,True,322588.0,13770.0,49.0,377702.0,43152.0,334548.0,6216.0,17856055.0,1877.0,13770.0,268723.0,0.0,43.963,1.382,42.581,-1.0,0.0,1.41,569459731.0
386,94a3fc09f6f1561e7512f39cf1807b7f.param,36.251469,True,False,0.484869,0.422624,0.352057,0.070567,87.1625,12.3931,24.3894,23.3615,1.02791,196.799,23.3735,23.2397,23.1751,0.064539,99.4275,True,198098.0,19206.0,63.0,107593.0,12586.0,95005.0,2090.0,9198512.0,1022.0,19206.0,140795.0,0.0,23.293,0.602,22.691,-1.0,0.0,0.42,364773034.0
387,526403cd3dfdde0a97dad1247a03bcca.param,35.068006999999994,True,False,0.474307,0.428479,0.372725,0.055754,90.3379,9.2822,19.4787,18.778,0.700725,209.85,25.3115,25.1913,25.1327,0.058674,99.5251,True,372863.0,25686.0,79.0,79695.0,9396.0,70297.0,1792.0,12700802.0,1361.0,25686.0,308603.0,0.0,25.257,0.445,24.812,-1.0,0.0,0.28,19371032.0
388,8e83e75af00b4d756702d52bfabca96c.param,154.375426,True,False,0.525826,0.425739,0.354102,0.071637,80.9658,128.471,145.427,143.009,2.41833,113.199,25.3786,25.2515,24.6349,0.616618,99.4994,True,216610.0,5215.0,23.0,454146.0,51840.0,402304.0,7210.0,9029189.0,1877.0,5215.0,192728.0,0.0,25.128,1.986,23.142,-1.0,0.0,1.41,1909228284.0
389,deb975d1f2fdf3ca58decd7dfc78db9d.param,303.343088,True,False,0.467088,0.409231,0.366202,0.043029,87.6133,101.228,116.1,113.861,2.23902,114.692,201.648,200.462,200.196,0.265777,99.4121,True,1348867.0,28591.0,91.0,331803.0,37800.0,294001.0,3124.0,30652569.0,3000.0,28591.0,1221391.0,0.0,201.42,1.73,199.69,-1.0,0.0,0.94,1909228284.0
390,c049160f4deb56b646a638bb426152b1.param,27.525911,True,False,0.473101,0.411868,0.351524,0.060344,87.0571,6.01711,16.8391,16.1946,0.644457,279.854,21.0357,20.9412,20.8616,0.079649,99.5511,True,383670.0,57389.0,155.0,66226.0,7920.0,58304.0,2930.0,17858394.0,763.0,57389.0,278178.0,0.0,20.987,0.218,20.769,-1.0,0.0,0.28,19371032.0
391,9f31db6cbca039ea8e5724dcbc1f800e.param,247.751038,True,False,0.487038,0.398991,0.358025,0.040966,81.922,109.374,120.491,118.028,2.46325,110.165,137.89,137.115,136.873,0.242334,99.4382,True,1014112.0,14303.0,53.0,296783.0,34276.0,262505.0,4260.0,19940080.0,3553.0,14303.0,927704.0,0.0,137.638,1.664,135.974,-1.0,0.0,0.94,508299779.0
392,7bc4b6ca190e8a1d07106b4ca9896f4b.param,51.711076,True,False,0.567976,0.463713,0.395675,0.068038,81.6431,11.942,22.6761,21.8193,0.856832,189.885,39.2011,38.9995,38.9268,0.072636,99.4855,True,415280.0,37075.0,118.0,108463.0,12580.0,95881.0,1772.0,17434776.0,1208.0,37075.0,320240.0,0.0,39.135,0.336,38.799,-1.0,0.0,0.42,1909228284.0
393,2fffaed2ff024c699dbb8e136120d5ee.param,349.510909,True,False,0.504909,0.445757,0.370738,0.075019,88.2846,201.162,214.922,212.202,2.72005,106.84,147.844,146.936,146.7,0.235603,99.3859,True,594102.0,15406.0,58.0,425207.0,48620.0,376585.0,4528.0,28130923.0,3262.0,15406.0,499528.0,0.0,147.578,2.401,145.177,-1.0,0.0,1.41,716030871.0
394,da17274a01b54341eed43b50d5644104.param,78.00817699999999,True,False,0.820277,0.76864,0.694303,0.074337,93.7049,49.8968,61.1626,59.6719,1.4907,122.578,27.2911,27.1347,27.0232,0.111473,99.4268,True,59202.0,11439.0,42.0,209098.0,24149.0,184947.0,3025.0,11020538.0,1705.0,11439.0,10955.0,0.0,27.163,0.711,26.452,-1.0,0.0,0.63,1618562023.0
395,a81cdd0b19984310690c6327d72b9753.param,302.993831,True,False,0.705831,0.651107,0.573111,0.077996,92.2469,152.235,165.487,162.891,2.59573,108.705,150.053,149.281,149.047,0.233732,99.4858,True,833135.0,14947.0,55.0,353559.0,40572.0,312985.0,4236.0,27019377.0,2277.0,14947.0,756664.0,0.0,149.829,1.143,148.686,-1.0,0.0,1.41,1474081920.0
396,32f7258a507c7797e2f6025addda04a9.param,108.858587,True,False,0.579787,0.497097,0.408663,0.088434,85.7379,14.1342,25.3862,24.2843,1.10184,179.609,94.1446,93.4965,93.3951,0.101414,99.3116,True,535408.0,57631.0,158.0,123108.0,14355.0,108751.0,2239.0,32809358.0,1101.0,57631.0,383501.0,0.0,94.062,0.649,93.413,-1.0,0.0,0.42,364773034.0
397,92a54935757ead2bb99bf3ffb0728fba.param,101.119414,True,False,0.477114,0.419794,0.35275,0.067044,87.9861,63.9359,79.1919,77.4421,1.74979,123.861,36.7064,36.4712,36.314,0.157234,99.3593,True,151942.0,4729.0,21.0,387307.0,44408.0,342897.0,8979.0,14544883.0,2489.0,4729.0,132459.0,0.0,36.295,1.324,34.971,-1.0,0.0,1.41,508299779.0
398,ab1acee697c4312a646c49a8faebcfc5.param,29.899774,True,False,0.504714,0.420115,0.365447,0.054668,83.2382,3.55886,11.8573,11.4229,0.434362,333.176,25.8362,25.6118,25.5075,0.104349,99.1317,True,219002.0,84319.0,230.0,29056.0,3675.0,25379.0,2315.0,33988220.0,498.0,84319.0,87599.0,0.0,25.784,0.152,25.632,-1.0,0.0,0.12,569459731.0
399,4af9d3633bc10157e72b68e9864fd3b6.param,271.008945,True,False,0.460995,0.435065,0.409192,0.025873,94.3752,7.13895,18.2202,17.5594,0.660865,255.223,263.409,261.805,261.657,0.148202,99.3911,True,2691793.0,383721.0,814.0,91636.0,10659.0,80975.0,2543.0,141794976.0,984.0,383721.0,1954468.0,0.0,263.325,0.279,263.046,-1.0,0.0,0.42,1909228284.0
400,42309446caa70549efde2682b43e480e.param,150.632252,True,False,0.521652,0.426887,0.390516,0.036371,81.8337,12.4546,27.1925,26.1558,1.03673,218.333,137.656,136.913,136.7,0.213749,99.4602,True,1603591.0,181401.0,439.0,114224.0,13455.0,100767.0,3975.0,104754563.0,1973.0,181401.0,1233422.0,0.0,137.564,0.362,137.202,-1.0,0.0,0.42,1474081920.0
401,68e69c330435d4ec9ad508c396d848a4.param,105.144234,True,False,0.404834,0.376925,0.356959,0.019966,93.106,54.9219,69.9713,68.49,1.48134,127.402,49.8175,49.4581,49.2994,0.158631,99.2785,True,458850.0,9806.0,34.0,206077.0,23902.0,182173.0,3302.0,8365217.0,1758.0,9806.0,413199.0,0.0,49.643,1.064,48.579,-1.0,0.0,0.63,1474081920.0
402,083c29121ca0b90cddf2edaed2323980.param,229.096356,True,False,0.528756,0.44135,0.354515,0.086835,83.4695,163.701,177.593,174.929,2.66459,108.487,64.8666,64.4109,63.9013,0.509616,99.2976,True,497829.0,6389.0,29.0,423702.0,48672.0,375028.0,8266.0,13275192.0,1948.0,6389.0,457579.0,0.0,64.552,1.736,62.816,-1.0,0.0,1.41,716030871.0
403,dc5f0c601d0ea8fd8f25a9d724172ad3.param,10.847903,True,False,0.468893,0.40633,0.343696,0.062634,86.6573,2.45421,11.7946,11.3509,0.443691,480.585,7.9248,7.84746,7.7978,0.049658,99.024,True,176603.0,100360.0,254.0,21498.0,2700.0,18796.0,2371.0,23735524.0,247.0,100360.0,54252.0,0.0,7.86,0.066,7.794,-1.0,0.0,0.12,508299779.0
404,921c511d21acadecc5c9326802ca0f81.param,103.429548,True,False,0.475048,0.439629,0.364109,0.07552,92.5441,52.9248,65.9631,64.3503,1.6128,124.635,50.0297,49.678,49.473,0.205049,99.2972,True,273947.0,13837.0,50.0,213489.0,24570.0,188917.0,2818.0,10799602.0,1785.0,13837.0,217993.0,0.0,49.841,0.79,49.051,-1.0,0.0,0.63,1457301386.0
405,3f8ea2dd952afc268075d6dd88d29417.param,87.15002100000001,True,False,0.435771,0.396201,0.374092,0.022109,90.9195,3.93545,15.118,14.5852,0.532753,384.148,82.7788,82.1587,82.0354,0.123306,99.2509,True,677984.0,286128.0,606.0,43131.0,5320.0,37809.0,3435.0,109101727.0,557.0,286128.0,289833.0,0.0,82.685,0.222,82.463,-1.0,0.0,0.19,24629714.0
406,4833f96adfa9c0186a8860dd7f272523.param,26.636061,True,False,0.499961,0.411977,0.349185,0.062792,82.4018,12.4264,22.865,21.8586,1.00642,184.003,13.7097,13.6249,13.5662,0.058766,99.382,True,100180.0,10855.0,39.0,114618.0,13365.0,101251.0,2089.0,4788925.0,1229.0,10855.0,64350.0,0.0,13.619,0.379,13.24,-1.0,0.0,0.42,716030871.0
407,82825ebdd0945942bf42e0d66dc1ada9.param,220.268327,True,False,0.449127,0.415276,0.366431,0.048845,92.4629,201.192,217.965,215.091,2.87365,108.337,18.6272,18.5274,18.3273,0.200151,99.4644,True,63182.0,2009.0,11.0,480747.0,54648.0,426097.0,4096.0,2705779.0,3524.0,2009.0,44312.0,0.0,18.357,1.664,16.693,-1.0,0.0,1.41,364773034.0
408,fdfc4f589c56516831dfcf3d668c7146.param,192.946589,True,False,0.596489,0.523187,0.442435,0.080752,87.7111,100.806,119.279,117.028,2.25085,118.326,91.5441,90.982,90.8565,0.125449,99.3859,True,439036.0,6381.0,29.0,279177.0,32130.0,247045.0,3658.0,14065028.0,1688.0,6381.0,404136.0,0.0,91.412,1.037,90.375,-1.0,0.0,0.94,1474081920.0
409,134a3a493ba34b776a7eb1507c37b38e.param,14.962690000000002,True,False,0.45217,0.411789,0.383736,0.028053,91.0695,9.25228,19.5888,18.8203,0.768484,211.719,5.25824,5.24178,5.20198,0.0398,99.6869,True,97914.0,4585.0,19.0,86700.0,10179.0,76519.0,1811.0,2106473.0,683.0,4585.0,84129.0,0.0,5.219,0.265,4.954,-1.0,0.0,0.28,750180309.0
410,d4187bc633bfc3370b6c57418eb35e4f.param,59.676951,True,False,0.476151,0.444445,0.358784,0.085661,93.3412,25.6318,35.6432,34.3031,1.34011,139.059,33.569,33.4117,33.3162,0.095571,99.5315,True,221453.0,22610.0,66.0,163785.0,18954.0,144829.0,2506.0,13636673.0,1609.0,22610.0,153830.0,0.0,33.447,0.525,32.922,-1.0,0.0,0.63,132362068.0
411,72f4fa2e3ecdccddd1722bba2c278ee6.param,376.083798,True,False,0.480798,0.427885,0.358668,0.069217,88.9948,106.428,120.108,117.795,2.31335,112.854,269.175,267.592,267.407,0.185054,99.412,True,1171188.0,32510.0,99.0,304454.0,34937.0,269515.0,3661.0,47395868.0,2747.0,32510.0,1027668.0,0.0,268.945,1.045,267.9,-1.0,0.0,0.94,1618562023.0
412,1499efcfb5f9dcfbfe92bd36da6c3ed1.param,103.760499,True,False,0.573299,0.448335,0.391477,0.056858,78.2027,16.5655,27.8317,26.6891,1.14265,168.01,86.6217,85.9885,85.8623,0.126223,99.2691,True,546839.0,45705.0,127.0,126143.0,14756.0,111385.0,2440.0,28518577.0,1352.0,45705.0,419206.0,0.0,86.522,0.712,85.81,-1.0,0.0,0.42,81348047.0
413,933fe857b1dc3bd6027eafbfcb3f0f5e.param,72.693887,True,False,0.501187,0.417561,0.361702,0.055859,83.3144,10.9686,20.7891,19.9909,0.79815,189.532,61.2241,60.7759,60.6693,0.106511,99.2678,True,634480.0,54430.0,143.0,71413.0,8510.0,62901.0,1894.0,19719143.0,1036.0,54430.0,510835.0,0.0,61.152,0.217,60.935,-1.0,0.0,0.28,1457301386.0
